Geo_Code,STA,NAME,2014 PPRN
309021,MT,Dawson County,"$15,260"
309023,MT,Deer Lodge County,"$30,176"
309025,MT,Fallon County,"$4,508"
309027,MT,Fergus County,"$31,159"
309029,MT,Flathead County,"$116,209"
309031,MT,Gallatin County,"$133,340"
309033,MT,Garfield County,"$3,265"
309035,MT,Glacier County,"$39,780"
309037,MT,Golden Valley County,"$2,718"
309039,MT,Granite County,"$8,447"
309041,MT,Hill County,"$34,612"
309043,MT,Jefferson County,"$12,671"
309045,MT,Judith Basin County,"$6,349"
309047,MT,Lake County,"$67,793"
309049,MT,Lewis And Clark County,"$87,815"
309051,MT,Liberty County,"$5,181"
309053,MT,Lincoln County,"$38,501"
309055,MT,Mccone County,"$3,110"
309057,MT,Madison County,"$14,475"
309059,MT,Meagher County,"$4,651"
309061,MT,Mineral County,"$6,598"
309063,MT,Missoula County,"$50,085"
309065,MT,Musselshell County,"$12,000"
309067,MT,Park County,"$34,798"
309069,MT,Petroleum County,"$1,369"
309071,MT,Phillips County,"$9,595"
309073,MT,Pondera County,"$17,164"
309075,MT,Powder River County,"$2,744"
309077,MT,Powell County,"$11,876"
309079,MT,Prairie County,"$3,119"
309081,MT,Ravalli County,"$70,651"
309083,MT,Richland County,"$15,701"
309085,MT,Roosevelt County,"$26,217"
309087,MT,Rosebud County,"$24,334"
309089,MT,Sanders County,"$26,085"
309091,MT,Sheridan County,"$8,143"
309093,MT,Silver Bow County,"$98,163"
309095,MT,Stillwater County,"$14,977"
309097,MT,Sweet Grass County,"$9,627"
309099,MT,Teton County,"$11,509"
309101,MT,Toole County,"$9,337"
309103,MT,Treasure County,"$2,099"
309105,MT,Valley County,"$14,551"
309107,MT,Wheatland County,"$7,850"
309109,MT,Wibaux County,"$2,806"
309111,MT,Yellowstone County,"$53,348"
310276,NE,Bellevue,"$73,685"
311710,NE,Lincoln,"$1,089,290"
312208,NE,Omaha,"$3,207,955"
319001,NE,Adams County,"$69,746"
319003,NE,Antelope County,"$21,395"
319005,NE,Arthur County,$761
319007,NE,Banner County,"$2,467"
319009,NE,Blaine County,"$1,609"
319011,NE,Boone County,"$16,071"
319013,NE,Box Butte County,"$29,927"
319015,NE,Boyd County,"$8,094"
319017,NE,Brown County,"$10,201"
319019,NE,Buffalo County,"$113,383"
319021,NE,Burt County,"$22,108"
319023,NE,Butler County,"$20,868"
319025,NE,Cass County,"$44,213"
319027,NE,Cedar County,"$24,149"
319029,NE,Chase County,"$8,946"
319031,NE,Cherry County,"$12,981"
319033,NE,Cheyenne County,"$24,271"
319035,NE,Clay County,"$18,560"
319037,NE,Colfax County,"$39,893"
319039,NE,Cuming County,"$27,899"
319041,NE,Custer County,"$31,150"
319043,NE,Dakota County,"$72,468"
319045,NE,Dawes County,"$33,105"
319047,NE,Dawson County,"$77,106"
319049,NE,Deuel County,"$6,724"
319051,NE,Dixon County,"$18,098"
319053,NE,Dodge County,"$78,384"
319055,NE,Douglas County,"$83,444"
319057,NE,Dundy County,"$5,837"
319059,NE,Fillmore County,"$17,561"
319061,NE,Franklin County,"$13,382"
319063,NE,Frontier County,"$8,539"
319065,NE,Furnas County,"$18,362"
319067,NE,Gage County,"$54,789"
319069,NE,Garden County,"$7,537"
319071,NE,Garfield County,"$5,489"
319073,NE,Gosper County,"$5,019"
319075,NE,Grant County,"$2,426"
319077,NE,Greeley County,"$7,534"
319079,NE,Hall County,"$177,651"
319081,NE,Hamilton County,"$20,106"
319083,NE,Harlan County,"$11,279"
319085,NE,Hayes County,"$3,557"
319087,NE,Hitchcock County,"$9,738"
319089,NE,Holt County,"$25,297"
319091,NE,Hooker County,"$1,757"
319093,NE,Howard County,"$16,493"
319095,NE,Jefferson County,"$24,270"
319097,NE,Johnson County,"$13,966"
319099,NE,Kearney County,"$14,819"
319101,NE,Keith County,"$31,709"
319103,NE,Keya Paha County,"$3,758"
319105,NE,Kimball County,"$9,247"
319107,NE,Knox County,"$25,819"
319109,NE,Lancaster County,"$31,455"
319111,NE,Lincoln County,"$66,097"
319113,NE,Logan County,"$2,222"
319115,NE,Loup County,"$1,467"
319117,NE,Mcpherson County,$987
319119,NE,Madison County,"$77,238"
319121,NE,Merrick County,"$19,280"
319123,NE,Morrill County,"$14,763"
319125,NE,Nance County,"$10,348"
319127,NE,Nemaha County,"$22,104"
319129,NE,Nuckolls County,"$17,963"
319131,NE,Otoe County,"$36,902"
319133,NE,Pawnee County,"$10,216"
319135,NE,Perkins County,"$6,680"
319137,NE,Phelps County,"$21,871"
319139,NE,Pierce County,"$18,480"
319141,NE,Platte County,"$64,903"
319143,NE,Polk County,"$14,604"
319145,NE,Red Willow County,"$27,814"
319147,NE,Richardson County,"$27,979"
319149,NE,Rock County,"$3,778"
319151,NE,Saline County,"$31,229"
319153,NE,Sarpy County,"$118,016"
319155,NE,Saunders County,"$45,054"
319157,NE,Scotts Bluff County,"$115,919"
319159,NE,Seward County,"$30,608"
319161,NE,Sheridan County,"$20,589"
319163,NE,Sherman County,"$11,793"
319165,NE,Sioux County,"$4,226"
319167,NE,Stanton County,"$14,849"
319169,NE,Thayer County,"$17,636"
319171,NE,Thomas County,"$2,101"
319173,NE,Thurston County,"$44,652"
319175,NE,Valley County,"$13,514"
319177,NE,Washington County,"$32,715"
319179,NE,Wayne County,"$26,095"
319181,NE,Webster County,"$12,374"
319183,NE,Wheeler County,"$2,168"
319185,NE,York County,"$29,694"
320036,NV,Carson City,"$90,129"
320096,NV,Henderson,"$282,511"
320108,NV,Las Vegas,"$2,880,999"
320138,NV,North Las Vegas,"$426,072"
320150,NV,Reno,"$1,223,944"
320156,NV,Sparks,"$145,770"
329001,NV,Churchill County,"$35,100"
329003,NV,Clark County,"$4,037,821"
329005,NV,Douglas County,"$45,414"
329007,NV,Elko County,"$82,440"
329009,NV,Esmeralda County,"$6,330"
329011,NV,Eureka County,"$5,930"
329013,NV,Humboldt County,"$28,721"
329015,NV,Lander County,"$9,591"
329017,NV,Lincoln County,"$17,214"
329019,NV,Lyon County,"$62,481"
329021,NV,Mineral County,"$8,295"
329023,NV,Nye County,"$67,969"
329027,NV,Pershing County,"$13,094"
329029,NV,Storey County,"$8,335"
329031,NV,Washoe County,"$116,872"
329033,NV,White Pine County,"$56,463"
330378,NH,Dover,"$62,628"
330930,NH,Manchester,"$1,111,083"
331026,NH,Nashua,"$139,042"
331254,NH,Portsmouth,"$120,715"
331284,NH,Rochester,"$57,396"
339001,NH,Belknap County,"$134,669"
339003,NH,Carroll County,"$120,001"
339005,NH,Cheshire County,"$174,018"
339007,NH,Coos County,"$109,177"
339009,NH,Grafton County,"$205,524"
339011,NH,Hillsborough County,"$141,469"
339013,NH,Merrimack County,"$293,762"
339015,NH,Rockingham County,"$380,326"
339017,NH,Strafford County,"$155,449"
339019,NH,Sullivan County,"$110,454"
340072,NJ,Asbury Park,"$105,322"
340078,NJ,Atlantic City,"$277,354"
340138,NJ,Bayonne,"$977,475"
340246,NJ,Bloomfield,"$198,007"
340318,NJ,Brick Township,"$69,811"
340324,NJ,Bridgeton,"$77,664"
340414,NJ,Camden,"$1,518,409"
340474,NJ,Cherry Hill,"$96,247"
340540,NJ,Clifton,"$262,865"
340672,NJ,Toms River Township,"$88,865"
340732,NJ,East Orange,"$331,525"
340780,NJ,Edison,"$139,539"
340798,NJ,Elizabeth,"$1,298,822"
340870,NJ,Ewing Township,"$48,820"
341008,NJ,Franklin Township,"$59,541"
341110,NJ,Gloucester Twp,"$67,078"
341206,NJ,Hamilton,"$124,240"
341212,NJ,Hammonton,"$20,232"
341416,NJ,Howell Township,"$40,215"
341434,NJ,Irvington,"$227,225"
341446,NJ,Jackson Township,"$49,299"
341464,NJ,Jersey City,"$3,684,873"
341566,NJ,Lakewood Township,"$221,763"
341716,NJ,Long Branch,"$105,921"
341974,NJ,Middletown,"$52,996"
342016,NJ,Millville,"$64,540"
342190,NJ,Newark,"$4,612,226"
342196,NJ,New Brunswick,"$178,309"
342250,NJ,North Bergen Township,"$122,342"
342340,NJ,Ocean City,"$78,589"
342378,NJ,Old Bridge Township,"$59,119"
342448,NJ,Parsippany‐Troyhills Twp,"$53,199"
342454,NJ,Passaic,"$332,371"
342466,NJ,Paterson,"$1,682,384"
342532,NJ,Perth Amboy,"$128,953"
342886,NJ,Sayreville,"$50,551"
343216,NJ,Trenton,"$1,625,672"
343234,NJ,Union City,"$220,678"
343252,NJ,Union Township,"$116,334"
343330,NJ,Vineland,"$99,317"
343402,NJ,Washington Township,"$37,216"
343438,NJ,Wayne Township,"$41,157"
343624,NJ,Woodbridge,"$134,490"
349001,NJ,Atlantic County,"$255,958"
349003,NJ,Bergen County,"$5,561,248"
349005,NJ,Burlington County,"$320,858"
349007,NJ,Camden County,"$1,429,463"
349009,NJ,Cape May County,"$233,143"
349011,NJ,Cumberland County,"$111,171"
349013,NJ,Essex County,"$3,101,758"
349015,NJ,Gloucester County,"$273,001"
349017,NJ,Hudson County,"$1,868,274"
349019,NJ,Hunterdon County,"$194,614"
349021,NJ,Mercer County,"$279,260"
349023,NJ,Middlesex County,"$1,105,102"
349025,NJ,Monmouth County,"$1,565,852"
349027,NJ,Morris County,"$1,098,037"
349029,NJ,Ocean County,"$720,842"
349031,NJ,Passaic County,"$204,593"
349033,NJ,Salem County,"$159,031"
349035,NJ,Somerset County,"$228,960"
349037,NJ,Sussex County,"$226,974"
349039,NJ,Union County,"$2,776,214"
349041,NJ,Warren County,"$238,378"
350012,NM,Albuquerque,"$2,629,034"
350204,NM,Farmington,"$89,459"
350336,NM,Las Cruces,"$189,404"
350479,NM,Rio Rancho,"$87,546"
350534,NM,Santa Fe,"$128,849"
359001,NM,Bernalillo County,"$136,576"
359003,NM,Catron County,"$7,600"
359005,NM,Chaves County,"$104,440"
359006,NM,Cibola County,"$41,937"
359007,NM,Colfax County,"$53,595"
359009,NM,Curry County,"$68,136"
359011,NM,De Baca County,"$10,316"
359013,NM,Do±A Ana County,"$216,412"
359015,NM,Eddy County,"$69,546"
359017,NM,Grant County,"$64,854"
359019,NM,Guadalupe County,"$16,938"
359021,NM,Harding County,"$6,697"
359023,NM,Hidalgo County,"$11,014"
359025,NM,Lea County,"$93,039"
359027,NM,Lincoln County,"$44,456"
359028,NM,Los Alamos County,"$12,333"
359029,NM,Luna County,"$51,488"
359031,NM,Mckinley County,"$171,320"
359033,NM,Mora County,"$30,042"
359035,NM,Otero County,"$85,110"
359037,NM,Quay County,"$25,397"
359039,NM,Rio Arriba County,"$93,881"
359041,NM,Roosevelt County,"$32,753"
359043,NM,Sandoval County,"$73,200"
359045,NM,San Juan County,"$148,498"
359047,NM,San Miguel County,"$87,408"
359049,NM,Santa Fe County,"$84,634"
359051,NM,Sierra County,"$28,481"
359053,NM,Socorro County,"$39,145"
359055,NM,Taos County,"$93,204"
359057,NM,Torrance County,"$26,371"
359059,NM,Union County,"$14,729"
359061,NM,Valencia County,"$100,394"
360040,NY,Albany,"$2,083,511"
360152,NY,Amherst Town,"$124,406"
360300,NY,Auburn,"$206,966"
360352,NY,Babylon Town,"$232,317"
360556,NY,Binghamton,"$1,203,442"
360784,NY,Buffalo,"$9,274,735"
361152,NY,Cheektowaga Town,"$224,123"
361256,NY,Clay Town,"$48,277"
361380,NY,Colonie Town,"$81,460"
361756,NY,Dunkirk,"$116,797"
362000,NY,Elmira,"$259,110"
362480,NY,Glen Falls,"$107,810"
362572,NY,Greece,"$95,683"
362688,NY,Hamburg Town,"$95,154"
363088,NY,Huntington Town,"$180,161"
363140,NY,Irondequoit,"$192,574"
363160,NY,Islip Town,"$1,012,046"
363168,NY,Ithaca,"$178,601"
363180,NY,Jamestown,"$253,277"
363300,NY,Kingston,"$168,353"
364004,NY,Middletown,"$117,164"
364212,NY,Mount Vernon,"$933,719"
364320,NY,Newburgh,"$174,443"
364408,NY,New Rochelle,"$332,502"
364436,NY,New York,"$104,243,227"
364448,NY,Niagara Falls,"$1,476,992"
365312,NY,Poughkeepsie,"$198,561"
365544,NY,Rochester,"$5,458,610"
365572,NY,Rome,"$231,645"
365800,NY,Saratoga Springs,"$85,769"
365848,NY,Schenectady,"$1,342,380"
366376,NY,Syracuse,"$3,276,347"
366468,NY,Tonawanda Town,"$1,005,207"
366500,NY,Troy,"$1,111,718"
366588,NY,Union Town,"$269,015"
366612,NY,Utica,"$1,521,133"
367024,NY,West Seneca,"$68,508"
367096,NY,White Plains,"$210,303"
367260,NY,Yonkers,"$2,047,930"
369001,NY,Albany County,"$299,808"
369003,NY,Allegany County,"$173,782"
369007,NY,Broome County,"$239,441"
369009,NY,Cattaraugus County,"$290,691"
369011,NY,Cayuga County,"$140,030"
369013,NY,Chautauqua County,"$308,794"
369015,NY,Chemung County,"$148,372"
369017,NY,Chenango County,"$187,288"
369019,NY,Clinton County,"$251,161"
369021,NY,Columbia County,"$183,948"
369023,NY,Cortland County,"$169,794"
369025,NY,Delaware County,"$180,487"
369027,NY,Dutchess County,"$302,163"
369029,NY,Erie County,"$1,585,022"
369031,NY,Essex County,"$148,756"
369033,NY,Franklin County,"$178,271"
369035,NY,Fulton County,"$208,250"
369037,NY,Genesee County,"$178,956"
369039,NY,Greene County,"$150,685"
369041,NY,Hamilton County,"$28,330"
369043,NY,Herkimer County,"$221,074"
369045,NY,Jefferson County,"$409,346"
369049,NY,Lewis County,"$105,829"
369051,NY,Livingston County,"$172,265"
369053,NY,Madison County,"$183,844"
369055,NY,Monroe County,"$1,103,927"
369057,NY,Montgomery County,"$188,252"
369059,NY,Nassau County,"$8,477,540"
369063,NY,Niagara County,"$390,268"
369065,NY,Oneida County,"$324,749"
369067,NY,Onondaga County,"$1,169,955"
369069,NY,Ontario County,"$261,467"
369071,NY,Orange County,"$353,900"
369073,NY,Orleans County,"$138,913"
369075,NY,Oswego County,"$390,489"
369077,NY,Otsego County,"$230,248"
369079,NY,Putnam County,"$203,186"
369083,NY,Rensselaer County,"$228,178"
369087,NY,Rockland County,"$1,327,031"
369089,NY,St. Lawrence County,"$362,369"
369091,NY,Saratoga County,"$384,979"
369093,NY,Schenectady County,"$156,761"
369095,NY,Schoharie County,"$95,581"
369097,NY,Schuyler County,"$54,264"
369099,NY,Seneca County,"$112,532"
369101,NY,Steuben County,"$330,930"
369103,NY,Suffolk County,"$1,993,020"
369105,NY,Sullivan County,"$308,527"
369107,NY,Tioga County,"$130,032"
369109,NY,Tompkins County,"$186,884"
369111,NY,Ulster County,"$475,308"
369113,NY,Warren County,"$129,742"
369115,NY,Washington County,"$193,551"
369117,NY,Wayne County,"$272,180"
369119,NY,Westchester County,"$2,726,610"
369121,NY,Wyoming County,"$130,653"
369123,NY,Yates County,"$84,679"
370108,NC,Asheville,"$233,062"
370432,NC,Burlington,"$116,900"
370504,NC,Cary,"$106,672"
370552,NC,Chapel Hill,"$104,319"
370558,NC,Charlotte,"$3,075,458"
370660,NC,Concord,"$106,878"
370828,NC,Durham,"$1,140,962"
371002,NC,Fayetteville,"$340,640"
371092,NC,Gastonia,"$147,312"
371158,NC,Goldsboro,"$86,086"
371188,NC,Greensboro,"$1,317,661"
371194,NC,Greenville,"$198,392"
371338,NC,Hickory,"$77,021"
371356,NC,High Point,"$201,935"
371452,NC,Jacksonville,"$93,085"
371494,NC,Kannapolis,"$89,976"
371644,NC,Lenoir,"$37,473"
371944,NC,Morganton,"$40,161"
372304,NC,Raleigh,"$1,707,899"
372406,NC,Rocky Mount,"$124,473"
372508,NC,Salisbury,"$64,508"
373144,NC,Wilmington,"$201,425"
373180,NC,Winston‐Salem,"$1,318,707"
379001,NC,Alamance County,"$158,433"
379003,NC,Alexander County,"$62,686"
379005,NC,Alleghany County,"$29,398"
379007,NC,Anson County,"$67,162"
379009,NC,Ashe County,"$60,927"
379011,NC,Avery County,"$40,505"
379013,NC,Beaufort County,"$107,494"
379015,NC,Bertie County,"$56,806"
379017,NC,Bladen County,"$80,825"
379019,NC,Brunswick County,"$167,544"
379021,NC,Buncombe County,"$243,423"
379023,NC,Burke County,"$122,890"
379025,NC,Cabarrus County,"$85,505"
379027,NC,Caldwell County,"$98,769"
379029,NC,Camden County,"$15,075"
379031,NC,Carteret County,"$106,056"
379033,NC,Caswell County,"$57,245"
379035,NC,Catawba County,"$182,687"
379037,NC,Chatham County,"$102,981"
379039,NC,Cherokee County,"$49,919"
379041,NC,Chowan County,"$36,649"
379043,NC,Clay County,"$16,369"
379045,NC,Cleveland County,"$199,846"
379047,NC,Columbus County,"$119,010"
379049,NC,Craven County,"$171,583"
379051,NC,Cumberland County,"$217,287"
379053,NC,Currituck County,"$27,697"
379055,NC,Dare County,"$48,816"
379057,NC,Davidson County,"$259,092"
379059,NC,Davie County,"$76,707"
379061,NC,Duplin County,"$130,197"
379063,NC,Durham County,"$42,911"
379065,NC,Edgecombe County,"$86,623"
379067,NC,Forsyth County,"$129,199"
379069,NC,Franklin County,"$107,034"
379071,NC,Gaston County,"$220,020"
379073,NC,Gates County,"$26,777"
379075,NC,Graham County,"$16,904"
379077,NC,Granville County,"$89,965"
379079,NC,Greene County,"$44,488"
379081,NC,Guilford County,"$131,230"
379083,NC,Halifax County,"$149,867"
379085,NC,Harnett County,"$196,392"
379087,NC,Haywood County,"$132,117"
379089,NC,Henderson County,"$170,668"
379091,NC,Hertford County,"$60,591"
379093,NC,Hoke County,"$93,053"
379095,NC,Hyde County,"$20,286"
379097,NC,Iredell County,"$237,816"
379099,NC,Jackson County,"$85,100"
379101,NC,Johnston County,"$269,492"
379103,NC,Jones County,"$23,326"
379105,NC,Lee County,"$120,680"
379107,NC,Lenoir County,"$137,479"
379109,NC,Lincoln County,"$114,404"
379111,NC,Mcdowell County,"$94,276"
379113,NC,Macon County,"$61,195"
379115,NC,Madison County,"$67,702"
379117,NC,Martin County,"$57,767"
379119,NC,Mecklenburg County,"$110,499"
379121,NC,Mitchell County,"$38,912"
379123,NC,Montgomery County,"$74,713"
379125,NC,Moore County,"$138,489"
379127,NC,Nash County,"$99,688"
379129,NC,New Hanover County,"$104,350"
379131,NC,Northampton County,"$60,471"
379133,NC,Onslow County,"$155,762"
379135,NC,Orange County,"$112,361"
379137,NC,Pamlico County,"$26,542"
379139,NC,Pasquotank County,"$78,435"
379141,NC,Pender County,"$82,332"
379143,NC,Perquimans County,"$30,491"
379145,NC,Person County,"$69,167"
379147,NC,Pitt County,"$153,478"
379149,NC,Polk County,"$41,202"
379151,NC,Randolph County,"$288,530"
379153,NC,Richmond County,"$114,629"
379155,NC,Robeson County,"$374,963"
379157,NC,Rockingham County,"$224,019"
379159,NC,Rowan County,"$166,853"
379161,NC,Rutherford County,"$142,662"
379163,NC,Sampson County,"$146,489"
379165,NC,Scotland County,"$90,495"
379167,NC,Stanly County,"$127,633"
379169,NC,Stokes County,"$84,777"
379171,NC,Surry County,"$157,280"
379173,NC,Swain County,"$31,685"
379175,NC,Transylvania County,"$56,638"
379177,NC,Tyrrell County,"$14,368"
379179,NC,Union County,"$270,846"
379181,NC,Vance County,"$124,636"
379183,NC,Wake County,"$991,297"
379185,NC,Warren County,"$57,427"
379187,NC,Washington County,"$44,431"
379189,NC,Watauga County,"$99,765"
379191,NC,Wayne County,"$142,939"
379193,NC,Wilkes County,"$140,775"
379195,NC,Wilson County,"$170,472"
379197,NC,Yadkin County,"$68,019"
379199,NC,Yancey County,"$50,262"
380228,ND,Bismarck,"$71,646"
380636,ND,Fargo,"$162,629"
380816,ND,Grand Forks,"$97,854"
389001,ND,Adams County,"$6,490"
389003,ND,Barnes County,"$25,820"
389005,ND,Benson County,"$35,394"
389007,ND,Billings County,"$1,499"
389009,ND,Bottineau County,"$16,611"
389011,ND,Bowman County,"$6,296"
389013,ND,Burke County,"$5,954"
389015,ND,Burleigh County,"$25,243"
389017,ND,Cass County,"$55,911"
389019,ND,Cavalier County,"$9,949"
389021,ND,Dickey County,"$11,707"
389023,ND,Divide County,"$5,616"
389025,ND,Dunn County,"$7,177"
389027,ND,Eddy County,"$7,212"
389029,ND,Emmons County,"$9,923"
389031,ND,Foster County,"$6,893"
389033,ND,Golden Valley County,"$5,257"
389035,ND,Grand Forks County,"$20,291"
389037,ND,Grant County,"$9,015"
389039,ND,Griggs County,"$8,449"
389041,ND,Hettinger County,"$6,895"
389043,ND,Kidder County,"$6,984"
389045,ND,Lamoure County,"$10,409"
389047,ND,Logan County,"$4,006"
389049,ND,Mchenry County,"$16,102"
389051,ND,Mcintosh County,"$7,998"
389053,ND,Mckenzie County,"$13,269"
389055,ND,Mclean County,"$14,572"
389057,ND,Mercer County,"$9,282"
389059,ND,Morton County,"$40,981"
389061,ND,Mountrail County,"$21,904"
389063,ND,Nelson County,"$10,049"
389065,ND,Oliver County,"$2,909"
389067,ND,Pembina County,"$15,350"
389069,ND,Pierce County,"$9,145"
389071,ND,Ramsey County,"$22,151"
389073,ND,Ransom County,"$11,589"
389075,ND,Renville County,"$5,785"
389077,ND,Richland County,"$33,363"
389079,ND,Rolette County,"$69,040"
389081,ND,Sargent County,"$8,576"
389083,ND,Sheridan County,"$4,838"
389085,ND,Sioux County,"$31,085"
389087,ND,Slope County,"$3,020"
389089,ND,Stark County,"$33,485"
389091,ND,Steele County,"$5,076"
389093,ND,Stutsman County,"$42,650"
389095,ND,Towner County,"$6,356"
389097,ND,Traill County,"$16,518"
389099,ND,Walsh County,"$25,266"
389101,ND,Ward County,"$79,337"
389103,ND,Wells County,"$11,498"
389105,ND,Williams County,"$38,729"
390042,OH,Akron,"$3,869,827"
390066,OH,Alliance,"$142,818"
390294,OH,Barberton,"$152,502"
390600,OH,Bowling Green,"$65,619"
390858,OH,Canton,"$1,719,371"
391062,OH,Cincinnati,"$7,743,663"
391104,OH,Cleveland,"$13,955,493"
391110,OH,Cleveland Heights,"$367,483"
391176,OH,Columbus,"$4,385,499"
391320,OH,Cuyahoga Falls,"$149,390"
391362,OH,Dayton,"$3,579,040"
391500,OH,East Cleveland,"$286,599"
391602,OH,Elyria,"$148,551"
391626,OH,Euclid,"$222,402"
391638,OH,Fairborn,"$54,377"
392118,OH,Hamilton City,"$325,877"
392508,OH,Kent,"$67,088"
392526,OH,Kettering,"$115,966"
392628,OH,Lakewood,"$1,196,808"
392634,OH,Lancaster,"$110,632"
392730,OH,Lima,"$240,434"
392820,OH,Lorain,"$286,122"
393012,OH,Mansfield,"$196,585"
393054,OH,Marietta,"$85,440"
393114,OH,Massillon,"$148,067"
393168,OH,Mentor,"$42,068"
393222,OH,Middletown,"$166,526"
393558,OH,Newark,"$180,499"
394098,OH,Parma,"$194,801"
394680,OH,Sandusky,"$171,614"
394998,OH,Springfield,"$1,093,171"
395016,OH,Steubenville,"$143,890"
395214,OH,Toledo,"$4,762,540"
395454,OH,Warren,"$271,076"
395874,OH,Youngstown,"$2,325,379"
399001,OH,Adams County,"$88,753"
399003,OH,Allen County,"$102,489"
399005,OH,Ashland County,"$124,091"
399007,OH,Ashtabula County,"$274,679"
399009,OH,Athens County,"$224,300"
399011,OH,Auglaize County,"$95,235"
399013,OH,Belmont County,"$192,244"
399015,OH,Brown County,"$96,000"
399017,OH,Butler County,"$282,364"
399019,OH,Carroll County,"$63,298"
399021,OH,Champaign County,"$91,979"
399023,OH,Clark County,"$132,801"
399025,OH,Clermont County,"$344,625"
399027,OH,Clinton County,"$113,107"
399029,OH,Columbiana County,"$267,786"
399031,OH,Coshocton County,"$94,864"
399033,OH,Crawford County,"$124,623"
399035,OH,Cuyahoga County,"$2,106,131"
399037,OH,Darke County,"$126,083"
399039,OH,Defiance County,"$87,566"
399041,OH,Delaware County,"$184,322"
399043,OH,Erie County,"$78,682"
399045,OH,Fairfield County,"$130,466"
399047,OH,Fayette County,"$70,058"
399049,OH,Franklin County,"$1,256,762"
399051,OH,Fulton County,"$96,413"
399053,OH,Gallia County,"$93,848"
399055,OH,Geauga County,"$158,264"
399057,OH,Greene County,"$183,315"
399059,OH,Guernsey County,"$109,333"
399061,OH,Hamilton County,"$1,485,776"
399063,OH,Hancock County,"$162,945"
399065,OH,Hardin County,"$83,304"
399067,OH,Harrison County,"$52,147"
399069,OH,Henry County,"$69,629"
399071,OH,Highland County,"$99,206"
399073,OH,Hocking County,"$65,368"
399075,OH,Holmes County,"$106,864"
399077,OH,Huron County,"$142,077"
399079,OH,Jackson County,"$97,022"
399081,OH,Jefferson County,"$119,688"
399083,OH,Knox County,"$117,450"
399085,OH,Lake County,"$303,302"
399087,OH,Lawrence County,"$171,483"
399089,OH,Licking County,"$175,724"
399091,OH,Logan County,"$111,489"
399093,OH,Lorain County,"$235,634"
399095,OH,Lucas County,"$203,589"
399097,OH,Madison County,"$65,755"
399099,OH,Mahoning County,"$286,027"
399101,OH,Marion County,"$167,216"
399103,OH,Medina County,"$223,507"
399105,OH,Meigs County,"$60,695"
399107,OH,Mercer County,"$72,448"
399109,OH,Miami County,"$195,335"
399111,OH,Monroe County,"$40,643"
399113,OH,Montgomery County,"$1,164,914"
399115,OH,Morgan County,"$43,833"
399117,OH,Morrow County,"$65,928"
399119,OH,Muskingum County,"$205,540"
399121,OH,Noble County,"$32,306"
399123,OH,Ottawa County,"$96,196"
399125,OH,Paulding County,"$38,528"
399127,OH,Perry County,"$98,998"
399129,OH,Pickaway County,"$101,605"
399131,OH,Pike County,"$95,122"
399133,OH,Portage County,"$202,822"
399135,OH,Preble County,"$85,331"
399137,OH,Putnam County,"$63,716"
399139,OH,Richland County,"$127,771"
399141,OH,Ross County,"$166,606"
399143,OH,Sandusky County,"$147,167"
399145,OH,Scioto County,"$208,518"
399147,OH,Seneca County,"$157,916"
399149,OH,Shelby County,"$104,235"
399151,OH,Stark County,"$267,703"
399153,OH,Summit County,"$238,145"
399155,OH,Trumbull County,"$318,038"
399157,OH,Tuscarawas County,"$214,516"
399159,OH,Union County,"$75,078"
399161,OH,Van Wert County,"$71,916"
399163,OH,Vinton County,"$37,143"
399165,OH,Warren County,"$187,948"
399167,OH,Washington County,"$95,055"
399169,OH,Wayne County,"$241,444"
399171,OH,Williams County,"$92,043"
399173,OH,Wood County,"$166,075"
399175,OH,Wyandot County,"$58,335"
400918,OK,Edmond,"$92,922"
400966,OK,Enid,"$102,927"
401734,OK,Lawton,"$173,428"
402016,OK,Midwest City,"$96,260"
402046,OK,Moore City,"$70,426"
402190,OK,Norman,"$187,684"
402268,OK,Oklahoma City,"$3,029,613"
402718,OK,Shawnee,"$76,401"
403036,OK,Tulsa,"$2,233,003"
409001,OK,Adair County,"$44,584"
409003,OK,Alfalfa County,"$18,933"
409005,OK,Atoka County,"$21,624"
409007,OK,Beaver County,"$11,643"
409009,OK,Beckham County,"$35,794"
409011,OK,Blaine County,"$23,267"
409013,OK,Bryan County,"$69,033"
409015,OK,Caddo County,"$60,626"
409017,OK,Canadian County,"$74,240"
409019,OK,Carter County,"$66,209"
409021,OK,Cherokee County,"$91,114"
409023,OK,Choctaw County,"$29,360"
409025,OK,Cimarron County,"$6,412"
409027,OK,Cleveland County,"$33,898"
409029,OK,Coal County,"$9,902"
409031,OK,Comanche County,"$34,093"
409033,OK,Cotton County,"$13,392"
409035,OK,Craig County,"$31,781"
409037,OK,Creek County,"$107,406"
409039,OK,Custer County,"$52,735"
409041,OK,Delaware County,"$71,818"
409043,OK,Dewey County,"$9,595"
409045,OK,Ellis County,"$12,657"
409047,OK,Garfield County,"$19,923"
409049,OK,Garvin County,"$37,528"
409051,OK,Grady County,"$74,130"
409053,OK,Grant County,"$14,547"
409055,OK,Greer County,"$14,743"
409057,OK,Harmon County,"$10,089"
409059,OK,Harper County,"$8,360"
409061,OK,Haskell County,"$17,172"
409063,OK,Hughes County,"$30,584"
409065,OK,Jackson County,"$41,794"
409067,OK,Jefferson County,"$15,535"
409069,OK,Johnston County,"$15,846"
409071,OK,Kay County,"$97,908"
