Geo Code,City,State,FY 2016 PPRN
219051,Clay County,KY,"$51,137"
219053,Clinton County,KY,"$22,150"
219055,Crittenden County,KY,"$25,802"
219057,Cumberland County,KY,"$17,821"
219059,Daviess County,KY,"$47,868"
219061,Edmonson County,KY,"$20,726"
219063,Elliott County,KY,"$17,196"
219065,Estill County,KY,"$37,204"
219069,Fleming County,KY,"$39,761"
219071,Floyd County,KY,"$95,282"
219073,Franklin County,KY,"$90,215"
219075,Fulton County,KY,"$21,753"
219077,Gallatin County,KY,"$16,384"
219079,Garrard County,KY,"$33,743"
219081,Grant County,KY,"$47,788"
219083,Graves County,KY,"$76,899"
219085,Grayson County,KY,"$50,786"
219087,Green County,KY,"$24,120"
219089,Greenup County,KY,"$68,703"
219091,Hancock County,KY,"$15,400"
219093,Hardin County,KY,"$112,338"
219095,Harlan County,KY,"$82,788"
219097,Harrison County,KY,"$56,976"
219099,Hart County,KY,"$38,811"
219101,Henderson County,KY,"$25,448"
219103,Henry County,KY,"$32,940"
219105,Hickman County,KY,"$10,692"
219107,Hopkins County,KY,"$112,297"
219109,Jackson County,KY,"$37,613"
219113,Jessamine County,KY,"$81,684"
219115,Johnson County,KY,"$51,505"
219117,Kenton County,KY,"$181,311"
219119,Knott County,KY,"$32,040"
219121,Knox County,KY,"$93,364"
219123,Larue County,KY,"$24,001"
219125,Laurel County,KY,"$114,299"
219127,Lawrence County,KY,"$36,147"
219129,Lee County,KY,"$24,500"
219131,Leslie County,KY,"$23,248"
219133,Letcher County,KY,"$70,343"
219135,Lewis County,KY,"$42,382"
219137,Lincoln County,KY,"$53,576"
219139,Livingston County,KY,"$16,276"
219141,Logan County,KY,"$58,823"
219143,Lyon County,KY,"$15,065"
219145,Mccracken County,KY,"$124,167"
219147,Mccreary County,KY,"$42,978"
219149,Mclean County,KY,"$19,261"
219151,Madison County,KY,"$167,771"
219153,Magoffin County,KY,"$34,632"
219155,Marion County,KY,"$37,907"
219157,Marshall County,KY,"$39,534"
219159,Martin County,KY,"$33,208"
219161,Mason County,KY,"$59,106"
219163,Meade County,KY,"$48,897"
219165,Menifee County,KY,"$15,406"
219167,Mercer County,KY,"$44,966"
219169,Metcalfe County,KY,"$20,098"
219171,Monroe County,KY,"$27,369"
219173,Montgomery County,KY,"$56,248"
219175,Morgan County,KY,"$29,327"
219177,Muhlenberg County,KY,"$59,720"
219179,Nelson County,KY,"$74,999"
219181,Nicholas County,KY,"$22,472"
219183,Ohio County,KY,"$52,190"
219185,Oldham County,KY,"$60,306"
219187,Owen County,KY,"$32,077"
219189,Owsley County,KY,"$12,504"
219191,Pendleton County,KY,"$39,856"
219193,Perry County,KY,"$70,056"
219195,Pike County,KY,"$127,528"
219197,Powell County,KY,"$29,326"
219199,Pulaski County,KY,"$128,009"
219201,Robertson County,KY,"$8,009"
219203,Rockcastle County,KY,"$34,877"
219205,Rowan County,KY,"$52,294"
219207,Russell County,KY,"$39,026"
219209,Scott County,KY,"$82,968"
219211,Shelby County,KY,"$71,495"
219213,Simpson County,KY,"$36,508"
219215,Spencer County,KY,"$21,502"
219217,Taylor County,KY,"$48,594"
219219,Todd County,KY,"$25,654"
219221,Trigg County,KY,"$25,531"
219223,Trimble County,KY,"$16,341"
219225,Union County,KY,"$44,194"
219227,Warren County,KY,"$74,065"
219229,Washington County,KY,"$31,169"
219231,Wayne County,KY,"$48,681"
219233,Webster County,KY,"$40,545"
219235,Whitley County,KY,"$78,592"
219237,Wolfe County,KY,"$19,303"
219239,Woodford County,KY,"$44,772"
220030,Alexandria,LA,"$117,140"
220126,Baton Rouge,LA,"$2,111,128"
220192,Bossier City,LA,"$118,598"
220828,Houma-Terrebonne,LA,"$229,063"
220924,Kenner,LA,"$124,010"
220954,Lafayette,LA,"$913,453"
220978,Lake Charles,LA,"$169,595"
221206,Monroe,LA,"$172,602"
221296,New Orleans,LA,"$8,205,742"
221650,Shreveport,LA,"$1,127,718"
221698,Slidell,LA,"$49,056"
221794,Thibodaux,LA,"$37,145"
229001,Acadia Parish,LA,"$135,571"
229003,Allen Parish,LA,"$41,860"
229005,Ascension Parish,LA,"$154,908"
229007,Assumption Parish,LA,"$55,518"
229009,Avoyelles Parish,LA,"$92,601"
229011,Beauregard Parish,LA,"$60,999"
229013,Bienville Parish,LA,"$39,695"
229015,Bossier Parish,LA,"$63,041"
229017,Caddo Parish,LA,"$80,032"
229019,Calcasieu Parish,LA,"$174,329"
229021,Caldwell Parish,LA,"$21,032"
229023,Cameron Parish,LA,"$8,897"
229025,Catahoula Parish,LA,"$18,683"
229027,Claiborne Parish,LA,"$42,855"
229029,Concordia Parish,LA,"$46,005"
229031,De Soto Parish,LA,"$52,644"
229033,East Baton Rouge Parish,LA,"$715,718"
229035,East Carroll Parish,LA,"$21,474"
229037,East Feliciana Parish,LA,"$47,296"
229039,Evangeline Parish,LA,"$67,945"
229041,Franklin Parish,LA,"$43,250"
229043,Grant Parish,LA,"$34,567"
229045,Iberia Parish,LA,"$159,863"
229047,Iberville Parish,LA,"$77,315"
229049,Jackson Parish,LA,"$35,520"
229051,Jefferson Parish,LA,"$1,754,937"
229053,Jefferson Davis Parish,LA,"$83,684"
229055,Lafayette Parish,LA,"$337,488"
229057,Lafourche Parish,LA,"$135,845"
229059,Lasalle Parish,LA,"$26,187"
229061,Lincoln Parish,LA,"$92,220"
229063,Livingston Parish,LA,"$182,134"
229065,Madison Parish,LA,"$29,093"
229067,Morehouse Parish,LA,"$59,036"
229069,Natchitoches Parish,LA,"$89,104"
229073,Ouachita Parish,LA,"$155,865"
229075,Plaquemines Parish,LA,"$27,868"
229077,Pointe Coupee Parish,LA,"$58,703"
229079,Rapides Parish,LA,"$126,170"
229081,Red River Parish,LA,"$20,706"
229083,Richland Parish,LA,"$34,398"
229085,Sabine Parish,LA,"$46,741"
229087,St. Bernard Parish,LA,"$61,646"
229089,St. Charles Parish,LA,"$66,075"
229091,St. Helena Parish,LA,"$28,470"
229093,St. James Parish,LA,"$41,121"
229095,St. John The Baptist Parish,LA,"$75,760"
229097,St. Landry Parish,LA,"$179,649"
229099,St. Martin Parish,LA,"$92,420"
229101,St. Mary Parish,LA,"$106,920"
229103,St. Tammany Parish,LA,"$245,546"
229105,Tangipahoa Parish,LA,"$230,911"
229107,Tensas Parish,LA,"$12,182"
229111,Union Parish,LA,"$48,139"
229113,Vermilion Parish,LA,"$121,063"
229115,Vernon Parish,LA,"$67,091"
229117,Washington Parish,LA,"$138,738"
229119,Webster Parish,LA,"$79,165"
229121,West Baton Rouge Parish,LA,"$37,940"
229123,West Carroll Parish,LA,"$24,075"
229125,West Feliciana Parish,LA,"$23,277"
229127,Winn Parish,LA,"$34,316"
230120,Auburn,ME,"$139,115"
230162,Bangor,ME,"$207,828"
230252,Biddeford,ME,"$116,645"
231602,Lewiston,ME,"$207,360"
232484,Portland City,ME,"$1,298,188"
239001,Androscoggin County,ME,"$120,801"
239003,Aroostook County,ME,"$242,537"
239005,Cumberland County,ME,"$377,986"
239007,Franklin County,ME,"$109,005"
239009,Hancock County,ME,"$182,216"
239011,Kennebec County,ME,"$346,669"
239013,Knox County,ME,"$138,269"
239015,Lincoln County,ME,"$102,860"
239017,Oxford County,ME,"$190,482"
239019,Penobscot County,ME,"$405,558"
239021,Piscataquis County,ME,"$81,178"
239023,Sagadahoc County,ME,"$87,447"
239025,Somerset County,ME,"$192,226"
239027,Waldo County,ME,"$117,526"
239029,Washington County,ME,"$131,506"
239031,York County,ME,"$424,037"
240036,Annapolis,MD,"$66,354"
240066,Baltimore,MD,"$13,593,788"
240156,Bowie City,MD,"$42,667"
240378,Cumberland,MD,"$194,822"
240552,Frederick,MD,"$99,372"
240582,Gaithersburg,MD,"$81,725"
240660,Hagerstown,MD,"$171,221"
241278,Salisbury,MD,"$79,690"
249001,Allegany County,MD,"$129,069"
249003,Anne Arundel County,MD,"$1,301,534"
249005,Baltimore County,MD,"$2,628,988"
249009,Calvert County,MD,"$92,001"
249011,Caroline County,MD,"$68,345"
249013,Carroll County,MD,"$190,654"
249015,Cecil County,MD,"$152,318"
249017,Charles County,MD,"$168,132"
249019,Dorchester County,MD,"$81,815"
249021,Frederick County,MD,"$173,697"
249023,Garrett County,MD,"$65,096"
249025,Harford County,MD,"$254,991"
249027,Howard County,MD,"$268,418"
249029,Kent County,MD,"$46,198"
249031,Montgomery County,MD,"$2,962,227"
249033,Prince Georges County,MD,"$3,121,902"
249035,Queen Anne'S County,MD,"$63,085"
249037,St. Mary'S County,MD,"$138,806"
249039,Somerset County,MD,"$60,755"
249041,Talbot County,MD,"$67,191"
249043,Washington County,MD,"$154,166"
249045,Wicomico County,MD,"$137,369"
249047,Worcester County,MD,"$84,233"
250078,Arlington,MA,"$278,165"
250126,Attleboro,MA,"$99,883"
250168,Barnstable,MA,"$76,490"
250282,Boston,MA,"$11,670,318"
250354,Brockton,MA,"$363,755"
250372,Brookline,MA,"$360,436"
250396,Cambridge,MA,"$1,820,196"
250486,Chicopee,MA,"$278,929"
250744,Fall River,MA,"$1,884,862"
250774,Fitchburg,MA,"$239,250"
250804,Framingham,MA,"$129,785"
250858,Gloucester,MA,"$164,959"
251020,Haverhill,MA,"$237,362"
251074,Holyoke,MA,"$293,758"
251194,Lawrence,MA,"$1,083,059"
251236,Leominster,MA,"$104,113"
251284,Lowell,MA,"$1,404,069"
251302,Lynn,MA,"$1,675,738"
251314,Malden,MA,"$327,105"
251410,Medford,MA,"$1,039,219"
251614,New Bedford,MA,"$1,804,321"
251650,Newton,MA,"$1,281,921"
251674,Northampton,MA,"$160,743"
251884,Peabody City,MA,"$99,116"
251938,Pittsfield,MA,"$304,125"
251962,Plymouth Town,MA,"$83,537"
251992,Quincy,MA,"$1,225,946"
252028,Revere City,MA,"$187,049"
252118,Salem,MA,"$254,226"
252250,Somerville,MA,"$1,638,208"
252340,Springfield,MA,"$2,576,114"
252418,Taunton,MA,"$191,847"
252544,Waltham,MA,"$257,129"
252700,Westfield,MA,"$87,035"
252784,Weymouth Town,MA,"$169,323"
252880,Worcester,MA,"$2,926,899"
252904,Yarmouth,MA,"$32,851"
259001,Barnstable County,MA,"$359,531"
259003,Berkshire County,MA,"$293,203"
259005,Bristol County,MA,"$480,390"
259007,Dukes County,MA,"$63,017"
259009,Essex County,MA,"$892,330"
259011,Franklin County,MA,"$242,500"
259013,Hampden County,MA,"$412,292"
259015,Hampshire County,MA,"$356,777"
259017,Middlesex County,MA,"$1,619,918"
259019,Nantucket County,MA,"$33,489"
259021,Norfolk County,MA,"$851,473"
259023,Plymouth County,MA,"$620,249"
259025,Suffolk County,MA,"$400,227"
259027,Worcester County,MA,"$1,148,416"
260432,Battle Creek,MI,"$293,756"
260444,Bay City,MI,"$300,641"
260570,Benton Harbor,MI,"$109,536"
261074,Canton Twp,MI,"$88,270"
261410,Clinton Twp,MI,"$128,712"
261638,Dearborn,MI,"$1,247,584"
261644,Dearborn Heights,MI,"$243,630"
261698,Detroit,MI,"$22,853,421"
261848,East Lansing,MI,"$109,636"
262096,Farmington Hills,MI,"$83,434"
262172,Flint,MI,"$2,622,189"
262544,Grand Rapids,MI,"$2,546,030"
262940,Holland,MI,"$77,826"
263174,Jackson,MI,"$305,793"
263222,Kalamazoo,MI,"$1,113,979"
263456,Lansing,MI,"$1,351,408"
263588,Lincoln Park,MI,"$184,492"
263648,Livonia,MI,"$86,439"
264086,Midland,MI,"$62,281"
264164,Monroe,MI,"$108,745"
264296,Muskegon,MI,"$238,953"
264302,Muskegon Hts,MI,"$106,604"
264386,Niles,MI,"$69,743"
264452,Norton Shores,MI,"$28,178"
264962,Pontiac,MI,"$1,015,673"
264974,Portage,MI,"$59,095"
265010,Port Huron,MI,"$184,453"
265148,Redford,MI,"$218,239"
265286,Roseville,MI,"$139,584"
265304,Royal Oak,MI,"$288,647"
265340,Saginaw,MI,"$1,473,909"
265370,St Clair Shores,MI,"$216,154"
265664,Southfield,MI,"$113,172"
265814,Sterling Heights,MI,"$192,084"
265934,Taylor,MI,"$120,433"
266252,Warren,MI,"$243,086"
266267,Waterford Township,MI,"$104,375"
266378,Westland,MI,"$259,481"
266624,Wyoming,MI,"$133,207"
269001,Alcona County,MI,"$21,205"
269003,Alger County,MI,"$23,713"
269005,Allegan County,MI,"$209,292"
269007,Alpena County,MI,"$61,806"
269009,Antrim County,MI,"$52,461"
269011,Arenac County,MI,"$34,894"
269013,Baraga County,MI,"$24,374"
269015,Barry County,MI,"$117,441"
269017,Bay County,MI,"$96,231"
269019,Benzie County,MI,"$43,794"
269021,Berrien County,MI,"$259,350"
269023,Branch County,MI,"$107,312"
269025,Calhoun County,MI,"$188,012"
269027,Cass County,MI,"$97,427"
269029,Charlevoix County,MI,"$59,530"
269031,Cheboygan County,MI,"$71,627"
269033,Chippewa County,MI,"$82,301"
269035,Clare County,MI,"$100,334"
269037,Clinton County,MI,"$126,536"
269039,Crawford County,MI,"$37,962"
269041,Delta County,MI,"$104,200"
269043,Dickinson County,MI,"$69,813"
269045,Eaton County,MI,"$170,772"
269047,Emmet County,MI,"$73,134"
269049,Genesee County,MI,"$1,245,226"
269051,Gladwin County,MI,"$63,301"
269053,Gogebic County,MI,"$71,620"
269055,Grand Traverse County,MI,"$148,203"
269057,Gratiot County,MI,"$99,589"
269059,Hillsdale County,MI,"$131,388"
269061,Houghton County,MI,"$153,726"
269063,Huron County,MI,"$86,842"
269065,Ingham County,MI,"$199,217"
269067,Ionia County,MI,"$150,587"
269069,Iosco County,MI,"$56,640"
269071,Iron County,MI,"$51,679"
269073,Isabella County,MI,"$215,562"
269075,Jackson County,MI,"$225,990"
269077,Kalamazoo County,MI,"$234,284"
269079,Kalkaska County,MI,"$43,000"
269081,Kent County,MI,"$1,086,350"
269083,Keweenaw County,MI,"$13,718"
269085,Lake County,MI,"$31,232"
269087,Lapeer County,MI,"$156,649"
269089,Leelanau County,MI,"$39,944"
269091,Lenawee County,MI,"$226,569"
269093,Livingston County,MI,"$212,606"
269095,Luce County,MI,"$14,846"
269097,Mackinac County,MI,"$34,603"
269099,Macomb County,MI,"$1,231,152"
269101,Manistee County,MI,"$66,204"
269103,Marquette County,MI,"$166,884"
269105,Mason County,MI,"$81,685"
269107,Mecosta County,MI,"$117,640"
269109,Menominee County,MI,"$67,446"
269111,Midland County,MI,"$77,601"
269113,Missaukee County,MI,"$35,538"
269115,Monroe County,MI,"$212,245"
269117,Montcalm County,MI,"$139,601"
269119,Montmorency County,MI,"$22,713"
269121,Muskegon County,MI,"$191,316"
269123,Newaygo County,MI,"$120,480"
269125,Oakland County,MI,"$2,651,749"
269127,Oceana County,MI,"$69,687"
269129,Ogemaw County,MI,"$50,101"
269131,Ontonagon County,MI,"$30,118"
269133,Osceola County,MI,"$62,397"
269135,Oscoda County,MI,"$24,832"
269137,Otsego County,MI,"$40,565"
269139,Ottawa County,MI,"$425,091"
269141,Presque Isle County,MI,"$29,812"
269143,Roscommon County,MI,"$59,923"
269145,Saginaw County,MI,"$242,447"
269147,St. Clair County,MI,"$215,601"
269149,St. Joseph County,MI,"$148,552"
269151,Sanilac County,MI,"$111,729"
269153,Schoolcraft County,MI,"$23,217"
269155,Shiawassee County,MI,"$159,969"
269157,Tuscola County,MI,"$120,859"
269159,Van Buren County,MI,"$170,224"
269161,Washtenaw County,MI,"$1,338,727"
269163,Wayne County,MI,"$3,569,564"
269165,Wexford County,MI,"$73,252"
270456,Bloomington,MN,"$110,918"
270996,Coon Rapids,MN,"$75,578"
271266,Duluth,MN,"$1,601,992"
271338,Eden Prairie,MN,"$60,615"
272922,Mankato City,MN,"$98,868"
273120,Minneapolis,MN,"$7,576,375"
273150,Minnetonka,MN,"$41,919"
273198,Moorhead,MN,"$56,325"
273456,North Mankato City,MN,"$18,040"
273768,Plymouth,MN,"$62,382"
273930,Rochester,MN,"$142,736"
274104,St Cloud,MN,"$133,014"
274164,St Paul,MN,"$4,627,284"
275040,Woodbury City,MN,"$48,241"
279001,Aitkin County,MN,"$36,892"
279003,Anoka County,MN,"$299,468"
279005,Becker County,MN,"$61,866"
279007,Beltrami County,MN,"$135,004"
279009,Benton County,MN,"$56,791"
279011,Big Stone County,MN,"$16,033"
279013,Blue Earth County,MN,"$49,528"
279015,Brown County,MN,"$60,914"
279017,Carlton County,MN,"$70,932"
279019,Carver County,MN,"$119,108"
279021,Cass County,MN,"$76,271"
279023,Chippewa County,MN,"$30,332"
279025,Chisago County,MN,"$88,877"
279027,Clay County,MN,"$34,274"
279029,Clearwater County,MN,"$23,487"
279031,Cook County,MN,"$11,001"
279033,Cottonwood County,MN,"$29,204"
279035,Crow Wing County,MN,"$130,273"
279037,Dakota County,MN,"$1,212,155"
279039,Dodge County,MN,"$33,605"
279041,Douglas County,MN,"$64,435"
279043,Faribault County,MN,"$43,633"
279045,Fillmore County,MN,"$64,202"
279047,Freeborn County,MN,"$77,180"
279049,Goodhue County,MN,"$91,247"
279051,Grant County,MN,"$16,944"
279053,Hennepin County,MN,"$1,829,359"
279055,Houston County,MN,"$41,209"
279057,Hubbard County,MN,"$43,928"
279059,Isanti County,MN,"$59,392"
279061,Itasca County,MN,"$92,834"
279063,Jackson County,MN,"$28,497"
279065,Kanabec County,MN,"$32,014"
279067,Kandiyohi County,MN,"$96,549"
279069,Kittson County,MN,"$11,923"
279071,Koochiching County,MN,"$26,718"
279073,Lac Qui Parle County,MN,"$21,284"
279075,Lake County,MN,"$26,930"
279077,Lake Of The Woods County,MN,"$10,871"
279079,Le Sueur County,MN,"$55,097"
279081,Lincoln County,MN,"$16,258"
279083,Lyon County,MN,"$55,979"
279085,Mcleod County,MN,"$62,231"
279087,Mahnomen County,MN,"$22,916"
279089,Marshall County,MN,"$21,420"
279091,Martin County,MN,"$53,256"
279093,Meeker County,MN,"$47,203"
279095,Mille Lacs County,MN,"$60,838"
279097,Morrison County,MN,"$72,678"
279099,Mower County,MN,"$112,597"
279101,Murray County,MN,"$23,266"
279103,Nicollet County,MN,"$37,178"
279105,Nobles County,MN,"$80,951"
279107,Norman County,MN,"$18,787"
279109,Olmsted County,MN,"$44,498"
279111,Otter Tail County,MN,"$133,542"
279113,Pennington County,MN,"$28,910"
279115,Pine County,MN,"$78,313"
279117,Pipestone County,MN,"$22,794"
279119,Polk County,MN,"$68,597"
279121,Pope County,MN,"$27,177"
279123,Ramsey County,MN,"$296,410"
279125,Red Lake County,MN,"$10,184"
279127,Redwood County,MN,"$40,265"
279129,Renville County,MN,"$41,062"
279131,Rice County,MN,"$126,397"
279133,Rock County,MN,"$24,389"
279135,Roseau County,MN,"$28,038"
279137,St Louis County,MN,"$1,301,764"
279139,Scott County,MN,"$176,445"
279141,Sherburne County,MN,"$104,112"
279143,Sibley County,MN,"$40,663"
279145,Stearns County,MN,"$166,086"
279147,Steele County,MN,"$66,588"
279149,Stevens County,MN,"$21,277"
279151,Swift County,MN,"$24,154"
279153,Todd County,MN,"$67,547"
279155,Traverse County,MN,"$11,108"
279157,Wabasha County,MN,"$43,945"
279159,Wadena County,MN,"$34,668"
279161,Waseca County,MN,"$36,106"
279163,Washington County,MN,"$180,060"
279165,Watonwan County,MN,"$28,653"
279167,Wilkin County,MN,"$13,932"
279169,Winona County,MN,"$132,665"
279171,Wright County,MN,"$169,903"
279173,Yellow Medicine County,MN,"$28,318"
280132,Biloxi,MS,"$111,368"
280612,Gulfport,MS,"$146,413"
280630,Hattiesburg,MS,"$135,785"
280726,Jackson,MS,"$1,230,686"
281002,Moss Point,MS,"$26,525"
281134,Pascagoula,MS,"$49,907"
289001,Adams County,MS,"$94,395"
289003,Alcorn County,MS,"$106,263"
289005,Amite County,MS,"$52,904"
289007,Attala County,MS,"$75,416"
289009,Benton County,MS,"$28,558"
289011,Bolivar County,MS,"$105,336"
289013,Calhoun County,MS,"$42,883"
289015,Carroll County,MS,"$20,739"
289017,Chickasaw County,MS,"$46,656"
289019,Choctaw County,MS,"$25,012"
289021,Claiborne County,MS,"$26,249"
289023,Clarke County,MS,"$43,765"
289025,Clay County,MS,"$51,339"
289027,Coahoma County,MS,"$91,035"
289029,Copiah County,MS,"$96,812"
289031,Covington County,MS,"$44,176"
289033,Desoto County,MS,"$241,326"
289035,Forrest County,MS,"$65,486"
289037,Franklin County,MS,"$26,044"
289039,George County,MS,"$47,562"
289041,Greene County,MS,"$22,993"
289043,Grenada County,MS,"$46,994"
289045,Hancock County,MS,"$97,209"
289047,Harrison County,MS,"$137,460"
289049,Hinds County,MS,"$125,829"
289051,Holmes County,MS,"$63,196"
289053,Humphreys County,MS,"$31,298"
289055,Issaquena County,MS,"$3,752"
289057,Itawamba County,MS,"$39,136"
289059,Jackson County,MS,"$174,305"
289061,Jasper County,MS,"$51,716"
289063,Jefferson County,MS,"$21,083"
289065,Jefferson Davis County,MS,"$35,323"
289067,Jones County,MS,"$184,811"
289069,Kemper County,MS,"$29,170"
289071,Lafayette County,MS,"$105,177"
289073,Lamar County,MS,"$88,575"
289075,Lauderdale County,MS,"$226,616"
289077,Lawrence County,MS,"$33,856"
289079,Leake County,MS,"$70,548"
289081,Lee County,MS,"$151,498"
289083,Leflore County,MS,"$97,554"
289085,Lincoln County,MS,"$91,377"
289087,Lowndes County,MS,"$139,020"
289089,Madison County,MS,"$183,469"
289091,Marion County,MS,"$66,778"
289093,Marshall County,MS,"$82,690"
289095,Monroe County,MS,"$84,836"
289097,Montgomery County,MS,"$49,876"
289099,Neshoba County,MS,"$77,126"
289101,Newton County,MS,"$54,950"
289103,Noxubee County,MS,"$39,962"
289105,Oktibbeha County,MS,"$125,633"
289107,Panola County,MS,"$94,272"
289109,Pearl River County,MS,"$116,778"
289111,Perry County,MS,"$26,561"
289113,Pike County,MS,"$143,709"
289115,Pontotoc County,MS,"$56,797"
289117,Prentiss County,MS,"$57,477"
289119,Quitman County,MS,"$26,471"
289121,Rankin County,MS,"$214,134"
289123,Scott County,MS,"$72,680"
289125,Sharkey County,MS,"$20,293"
289127,Simpson County,MS,"$67,810"
289129,Smith County,MS,"$41,996"
289131,Stone County,MS,"$30,911"
289133,Sunflower County,MS,"$80,981"
289135,Tallahatchie County,MS,"$41,782"
289137,Tate County,MS,"$57,795"
289139,Tippah County,MS,"$50,166"
289141,Tishomingo County,MS,"$47,936"
289143,Tunica County,MS,"$32,712"
289145,Union County,MS,"$70,304"
289147,Walthall County,MS,"$50,676"
289149,Warren County,MS,"$118,012"
289151,Washington County,MS,"$170,961"
289153,Wayne County,MS,"$47,644"
289155,Webster County,MS,"$30,625"
289157,Wilkinson County,MS,"$43,500"
289159,Winston County,MS,"$51,885"
289161,Yalobusha County,MS,"$41,586"
289163,Yazoo County,MS,"$78,106"
290534,Blue Springs,MO,"$58,124"
291152,Columbia,MO,"$224,135"
291806,Florissant,MO,"$58,061"
292562,Independence,MO,"$202,637"
292628,Jefferson City,MO,"$64,868"
292652,Joplin,MO,"$134,576"
292670,Kansas City,MO,"$5,340,650"
292958,Lees Summit,MO,"$97,556"
293852,O'Fallon,MO,"$63,965"
294578,St Charles,MO,"$86,712"
294614,St Joseph,MO,"$984,121"
294626,St Louis,MO,"$11,861,551"
294884,Springfield,MO,"$339,036"
299001,Adair County,MO,"$61,772"
299003,Andrew County,MO,"$31,981"
299005,Atchison County,MO,"$18,745"
299007,Audrain County,MO,"$49,564"
299009,Barry County,MO,"$71,578"
299011,Barton County,MO,"$31,797"
299013,Bates County,MO,"$40,461"
299015,Benton County,MO,"$37,870"
299017,Bollinger County,MO,"$25,040"
299019,Boone County,MO,"$75,638"
299021,Buchanan County,MO,"$20,056"
299023,Butler County,MO,"$79,048"
299025,Caldwell County,MO,"$27,303"
299027,Callaway County,MO,"$58,158"
299029,Camden County,MO,"$68,068"
299031,Cape Girardeau County,MO,"$115,815"
299033,Carroll County,MO,"$23,733"
299035,Carter County,MO,"$13,250"
299037,Cass County,MO,"$119,984"
299039,Cedar County,MO,"$34,170"
299041,Chariton County,MO,"$22,430"
299043,Christian County,MO,"$111,421"
299045,Clark County,MO,"$20,681"
299047,Clay County,MO,"$130,885"
299049,Clinton County,MO,"$39,315"
299051,Cole County,MO,"$39,249"
299053,Cooper County,MO,"$39,171"
299055,Crawford County,MO,"$51,650"
299057,Dade County,MO,"$24,216"
299059,Dallas County,MO,"$41,818"
299061,Daviess County,MO,"$22,057"
299063,Dekalb County,MO,"$17,441"
299065,Dent County,MO,"$30,771"
299067,Douglas County,MO,"$31,062"
299069,Dunklin County,MO,"$69,765"
299071,Franklin County,MO,"$156,129"
299073,Gasconade County,MO,"$36,475"
299075,Gentry County,MO,"$21,884"
299077,Greene County,MO,"$140,167"
299079,Grundy County,MO,"$31,209"
299081,Harrison County,MO,"$27,690"
299083,Henry County,MO,"$52,815"
299085,Hickory County,MO,"$16,032"
299087,Holt County,MO,"$18,205"
299089,Howard County,MO,"$25,664"
299091,Howell County,MO,"$69,296"
299093,Iron County,MO,"$25,356"
299095,Jackson County,MO,"$148,321"
299097,Jasper County,MO,"$145,537"
299099,Jefferson County,MO,"$285,706"
299101,Johnson County,MO,"$86,740"
299103,Knox County,MO,"$15,221"
299105,Laclede County,MO,"$70,451"
299107,Lafayette County,MO,"$63,815"
299109,Lawrence County,MO,"$76,462"
299111,Lewis County,MO,"$23,716"
299113,Lincoln County,MO,"$78,975"
299115,Linn County,MO,"$36,302"
299117,Livingston County,MO,"$35,724"
299119,Mcdonald County,MO,"$64,013"
299121,Macon County,MO,"$35,777"
299123,Madison County,MO,"$24,977"
299125,Maries County,MO,"$19,952"
299127,Marion County,MO,"$78,176"
299129,Mercer County,MO,"$11,486"
299131,Miller County,MO,"$47,662"
299133,Mississippi County,MO,"$35,327"
299135,Moniteau County,MO,"$28,219"
299137,Monroe County,MO,"$23,003"
299139,Montgomery County,MO,"$27,264"
299141,Morgan County,MO,"$44,867"
299143,New Madrid County,MO,"$35,533"
299145,Newton County,MO,"$96,168"
299147,Nodaway County,MO,"$63,212"
299149,Oregon County,MO,"$26,009"
299151,Osage County,MO,"$27,497"
299153,Ozark County,MO,"$21,195"
299155,Pemiscot County,MO,"$48,214"
299157,Perry County,MO,"$33,522"
299159,Pettis County,MO,"$85,678"
299161,Phelps County,MO,"$74,586"
299163,Pike County,MO,"$37,292"
299165,Platte County,MO,"$47,114"
299167,Polk County,MO,"$69,321"
299169,Pulaski County,MO,"$77,791"
299171,Putnam County,MO,"$14,773"
299173,Ralls County,MO,"$18,978"
299175,Randolph County,MO,"$59,619"
299177,Ray County,MO,"$39,058"
299179,Reynolds County,MO,"$15,447"
299181,Ripley County,MO,"$37,751"
299183,St. Charles County,MO,"$174,991"
299185,St. Clair County,MO,"$23,188"
299186,Ste. Genevieve County,MO,"$29,687"
299187,St. Francois County,MO,"$116,578"
299189,St Louis County,MO,"$3,621,671"
299195,Saline County,MO,"$56,151"
299197,Schuyler County,MO,"$15,199"
299199,Scotland County,MO,"$17,235"
299201,Scott County,MO,"$77,676"
299203,Shannon County,MO,"$17,897"
299205,Shelby County,MO,"$16,159"
299207,Stoddard County,MO,"$47,282"
299209,Stone County,MO,"$66,029"
299211,Sullivan County,MO,"$19,540"
299213,Taney County,MO,"$89,592"
299215,Texas County,MO,"$44,436"
299217,Vernon County,MO,"$59,916"
299219,Warren County,MO,"$56,852"
299221,Washington County,MO,"$59,686"
299223,Wayne County,MO,"$27,671"
299225,Webster County,MO,"$71,998"
299227,Worth County,MO,"$9,769"
299229,Wright County,MO,"$44,916"
300066,Billings,MT,"$150,175"
300342,Great Falls,MT,"$191,032"
300540,Missoula,MT,"$140,026"
309001,Beaverhead County,MT,"$19,033"
309003,Big Horn County,MT,"$47,090"
309005,Blaine County,MT,"$16,573"
309007,Broadwater County,MT,"$9,352"
309009,Carbon County,MT,"$29,998"
309011,Carter County,MT,"$3,412"
