Geo Code,City,State,FY 2016 PPRN
309013,Cascade County,MT,"$33,835"
309015,Chouteau County,MT,"$14,348"
309017,Custer County,MT,"$25,671"
309019,Daniels County,MT,"$4,807"
309021,Dawson County,MT,"$16,216"
309023,Deer Lodge County,MT,"$33,552"
309025,Fallon County,MT,"$5,077"
309027,Fergus County,MT,"$32,691"
309029,Flathead County,MT,"$137,495"
309031,Gallatin County,MT,"$138,803"
309033,Garfield County,MT,"$3,349"
309035,Glacier County,MT,"$51,638"
309037,Golden Valley County,MT,"$2,964"
309039,Granite County,MT,"$10,813"
309041,Hill County,MT,"$31,299"
309043,Jefferson County,MT,"$12,496"
309045,Judith Basin County,MT,"$6,016"
309047,Lake County,MT,"$72,817"
309049,Lewis And Clark County,MT,"$96,136"
309051,Liberty County,MT,"$6,321"
309053,Lincoln County,MT,"$51,958"
309055,Mccone County,MT,"$3,692"
309057,Madison County,MT,"$16,462"
309059,Meagher County,MT,"$5,208"
309061,Mineral County,MT,"$7,361"
309063,Missoula County,MT,"$60,198"
309065,Musselshell County,MT,"$12,931"
309067,Park County,MT,"$36,828"
309069,Petroleum County,MT,"$1,848"
309071,Phillips County,MT,"$8,855"
309073,Pondera County,MT,"$14,937"
309075,Powder River County,MT,"$2,875"
309077,Powell County,MT,"$14,078"
309079,Prairie County,MT,"$3,809"
309081,Ravalli County,MT,"$69,330"
309083,Richland County,MT,"$17,141"
309085,Roosevelt County,MT,"$26,584"
309087,Rosebud County,MT,"$23,228"
309089,Sanders County,MT,"$30,137"
309091,Sheridan County,MT,"$8,226"
309093,Silver Bow County,MT,"$106,084"
309095,Stillwater County,MT,"$17,140"
309097,Sweet Grass County,MT,"$9,589"
309099,Teton County,MT,"$11,395"
309101,Toole County,MT,"$10,248"
309103,Treasure County,MT,"$1,921"
309105,Valley County,MT,"$13,884"
309107,Wheatland County,MT,"$7,783"
309109,Wibaux County,MT,"$2,240"
309111,Yellowstone County,MT,"$58,285"
310276,Bellevue,NE,"$76,784"
311710,Lincoln,NE,"$1,165,368"
312208,Omaha,NE,"$3,113,788"
319001,Adams County,NE,"$68,571"
319003,Antelope County,NE,"$22,378"
319005,Arthur County,NE,"$1,167"
319007,Banner County,NE,"$2,429"
319009,Blaine County,NE,"$2,495"
319011,Boone County,NE,"$15,954"
319013,Box Butte County,NE,"$39,785"
319015,Boyd County,NE,"$7,622"
319017,Brown County,NE,"$11,760"
319019,Buffalo County,NE,"$107,324"
319021,Burt County,NE,"$19,638"
319023,Butler County,NE,"$23,870"
319025,Cass County,NE,"$48,539"
319027,Cedar County,NE,"$25,891"
319029,Chase County,NE,"$9,831"
319031,Cherry County,NE,"$14,139"
319033,Cheyenne County,NE,"$26,403"
319035,Clay County,NE,"$18,835"
319037,Colfax County,NE,"$44,634"
319039,Cuming County,NE,"$26,755"
319041,Custer County,NE,"$32,886"
319043,Dakota County,NE,"$74,239"
319045,Dawes County,NE,"$35,946"
319047,Dawson County,NE,"$88,036"
319049,Deuel County,NE,"$6,297"
319051,Dixon County,NE,"$18,198"
319053,Dodge County,NE,"$91,560"
319055,Douglas County,NE,"$118,199"
319057,Dundy County,NE,"$6,200"
319059,Fillmore County,NE,"$16,640"
319061,Franklin County,NE,"$13,946"
319063,Frontier County,NE,"$9,209"
319065,Furnas County,NE,"$19,296"
319067,Gage County,NE,"$58,150"
319069,Garden County,NE,"$7,605"
319071,Garfield County,NE,"$6,602"
319073,Gosper County,NE,"$5,372"
319075,Grant County,NE,"$2,493"
319077,Greeley County,NE,"$9,088"
319079,Hall County,NE,"$180,305"
319081,Hamilton County,NE,"$21,664"
319083,Harlan County,NE,"$11,526"
319085,Hayes County,NE,"$3,323"
319087,Hitchcock County,NE,"$11,426"
319089,Holt County,NE,"$24,355"
319091,Hooker County,NE,"$1,829"
319093,Howard County,NE,"$16,026"
319095,Jefferson County,NE,"$27,601"
319097,Johnson County,NE,"$15,229"
319099,Kearney County,NE,"$13,802"
319101,Keith County,NE,"$18,429"
319103,Keya Paha County,NE,"$3,159"
319105,Kimball County,NE,"$9,720"
319107,Knox County,NE,"$26,154"
319109,Lancaster County,NE,"$35,134"
319111,Lincoln County,NE,"$71,080"
319113,Logan County,NE,"$2,123"
319115,Loup County,NE,"$2,154"
319117,Mcpherson County,NE,"$1,005"
319119,Madison County,NE,"$92,951"
319121,Merrick County,NE,"$21,299"
319123,Morrill County,NE,"$14,266"
319125,Nance County,NE,"$12,036"
319127,Nemaha County,NE,"$21,134"
319129,Nuckolls County,NE,"$18,964"
319131,Otoe County,NE,"$41,484"
319133,Pawnee County,NE,"$11,362"
319135,Perkins County,NE,"$6,673"
319137,Phelps County,NE,"$24,053"
319139,Pierce County,NE,"$17,473"
319141,Platte County,NE,"$83,194"
319143,Polk County,NE,"$14,876"
319145,Red Willow County,NE,"$28,893"
319147,Richardson County,NE,"$30,024"
319149,Rock County,NE,"$3,935"
319151,Saline County,NE,"$39,366"
319153,Sarpy County,NE,"$147,328"
319155,Saunders County,NE,"$49,526"
319157,Scotts Bluff County,NE,"$115,375"
319159,Seward County,NE,"$32,448"
319161,Sheridan County,NE,"$17,889"
319163,Sherman County,NE,"$12,241"
319165,Sioux County,NE,"$4,866"
319167,Stanton County,NE,"$14,663"
319169,Thayer County,NE,"$16,675"
319171,Thomas County,NE,"$1,698"
319173,Thurston County,NE,"$41,575"
319175,Valley County,NE,"$14,362"
319177,Washington County,NE,"$33,576"
319179,Wayne County,NE,"$25,091"
319181,Webster County,NE,"$15,443"
319183,Wheeler County,NE,"$2,516"
319185,York County,NE,"$33,945"
320036,Carson City,NV,"$93,301"
320096,Henderson,NV,"$324,748"
320108,Las Vegas,NV,"$3,408,174"
320138,North Las Vegas,NV,"$1,373,958"
320150,Reno,NV,"$1,399,251"
320156,Sparks,NV,"$176,385"
329001,Churchill County,NV,"$41,605"
329003,Clark County,NV,"$4,853,280"
329005,Douglas County,NV,"$54,995"
329007,Elko County,NV,"$82,187"
329009,Esmeralda County,NV,"$4,533"
329011,Eureka County,NV,"$6,886"
329013,Humboldt County,NV,"$32,777"
329015,Lander County,NV,"$8,170"
329017,Lincoln County,NV,"$23,375"
329019,Lyon County,NV,"$78,966"
329021,Mineral County,NV,"$11,893"
329023,Nye County,NV,"$82,633"
329027,Pershing County,NV,"$17,328"
329029,Storey County,NV,"$9,867"
329031,Washoe County,NV,"$134,772"
329033,White Pine County,NV,"$63,072"
330378,Dover,NH,"$74,850"
330930,Manchester,NH,"$1,218,239"
331026,Nashua,NH,"$159,540"
331254,Portsmouth,NH,"$134,809"
331284,Rochester,NH,"$60,595"
339001,Belknap County,NH,"$144,739"
339003,Carroll County,NH,"$123,755"
339005,Cheshire County,NH,"$199,745"
339007,Coos County,NH,"$113,114"
339009,Grafton County,NH,"$230,905"
339011,Hillsborough County,NH,"$282,761"
339013,Merrimack County,NH,"$323,297"
339015,Rockingham County,NH,"$428,198"
339017,Strafford County,NH,"$163,895"
339019,Sullivan County,NH,"$118,536"
340072,Asbury Park,NJ,"$103,027"
340078,Atlantic City,NJ,"$273,861"
340138,Bayonne,NJ,"$1,018,382"
340246,Bloomfield,NJ,"$218,595"
340318,Brick Township,NJ,"$71,875"
340324,Bridgeton,NJ,"$77,771"
340414,Camden,NJ,"$1,580,098"
340474,Cherry Hill,NJ,"$105,828"
340540,Clifton,NJ,"$258,172"
340672,Toms River Township,NJ,"$92,615"
340732,East Orange,NJ,"$348,731"
340780,Edison,NJ,"$135,913"
340798,Elizabeth,NJ,"$1,709,003"
340870,Ewing Township,NJ,"$47,227"
341008,Franklin Township,NJ,"$68,006"
341110,Gloucester Twp,NJ,"$65,191"
341206,Hamilton,NJ,"$143,192"
341362,Hoboken City,NJ,"$272,008"
341416,Howell Township,NJ,"$42,438"
341434,Irvington,NJ,"$244,970"
341446,Jackson Township,NJ,"$46,574"
341464,Jersey City,NJ,"$3,735,339"
341566,Lakewood Township,NJ,"$294,459"
341716,Long Branch,NJ,"$101,389"
341974,Middletown,NJ,"$56,911"
342016,Millville,NJ,"$59,787"
342190,Newark,NJ,"$4,725,371"
342196,New Brunswick,NJ,"$205,507"
342250,North Bergen Township,NJ,"$152,192"
342340,Ocean City,NJ,"$75,542"
342378,Old Bridge Township,NJ,"$58,559"
342448,Parsippany-Troyhills Twp,NJ,"$57,792"
342454,Passaic,NJ,"$1,173,747"
342466,Paterson,NJ,"$1,594,547"
342532,Perth Amboy,NJ,"$148,791"
342886,Sayreville,NJ,"$49,808"
343216,Trenton,NJ,"$1,719,248"
343234,Union City,NJ,"$259,820"
343252,Union Township,NJ,"$122,621"
343330,Vineland,NJ,"$114,461"
343402,Washington Township,NJ,"$38,424"
343438,Wayne Township,NJ,"$42,402"
343624,Woodbridge,NJ,"$149,776"
349001,Atlantic County,NJ,"$275,744"
349003,Bergen County,NJ,"$5,928,702"
349005,Burlington County,NJ,"$324,360"
349007,Camden County,NJ,"$1,549,313"
349009,Cape May County,NJ,"$266,160"
349011,Cumberland County,NJ,"$110,980"
349013,Essex County,NJ,"$3,339,280"
349015,Gloucester County,NJ,"$285,628"
349017,Hudson County,NJ,"$1,337,902"
349019,Hunterdon County,NJ,"$218,778"
349021,Mercer County,NJ,"$309,992"
349023,Middlesex County,NJ,"$1,175,912"
349025,Monmouth County,NJ,"$1,595,284"
349027,Morris County,NJ,"$1,235,442"
349029,Ocean County,NJ,"$743,739"
349031,Passaic County,NJ,"$205,721"
349033,Salem County,NJ,"$184,980"
349035,Somerset County,NJ,"$249,489"
349037,Sussex County,NJ,"$257,915"
349039,Union County,NJ,"$2,911,044"
349041,Warren County,NJ,"$276,168"
350012,Albuquerque,NM,"$2,796,071"
350204,Farmington,NM,"$92,984"
350336,Las Cruces,NM,"$205,974"
350479,Rio Rancho,NM,"$114,039"
350534,Santa Fe,NM,"$141,449"
359001,Bernalillo County,NM,"$178,558"
359003,Catron County,NM,"$17,053"
359005,Chaves County,NM,"$126,198"
359006,Cibola County,NM,"$60,626"
359007,Colfax County,NM,"$60,905"
359009,Curry County,NM,"$87,163"
359011,De Baca County,NM,"$9,759"
359013,Doña Ana County,NM,"$263,659"
359015,Eddy County,NM,"$80,816"
359017,Grant County,NM,"$81,383"
359019,Guadalupe County,NM,"$20,897"
359021,Harding County,NM,"$7,359"
359023,Hidalgo County,NM,"$9,823"
359025,Lea County,NM,"$111,684"
359027,Lincoln County,NM,"$60,980"
359028,Los Alamos County,NM,"$14,696"
359029,Luna County,NM,"$54,964"
359031,Mckinley County,NM,"$213,308"
359033,Mora County,NM,"$25,545"
359035,Otero County,NM,"$116,359"
359037,Quay County,NM,"$29,393"
359039,Rio Arriba County,NM,"$109,745"
359041,Roosevelt County,NM,"$40,680"
359043,Sandoval County,NM,"$94,879"
359045,San Juan County,NM,"$203,696"
359047,San Miguel County,NM,"$109,439"
359049,Santa Fe County,NM,"$115,183"
359051,Sierra County,NM,"$35,263"
359053,Socorro County,NM,"$52,773"
359055,Taos County,NM,"$123,733"
359057,Torrance County,NM,"$44,453"
359059,Union County,NM,"$20,015"
359061,Valencia County,NM,"$141,362"
360040,Albany,NY,"$2,228,782"
360152,Amherst Town,NY,"$126,120"
360300,Auburn,NY,"$221,209"
360352,Babylon Town,NY,"$229,884"
360556,Binghamton,NY,"$1,263,969"
360784,Buffalo,NY,"$9,158,548"
361152,Cheektowaga Town,NY,"$244,534"
361256,Clay Town,NY,"$50,142"
361380,Colonie Town,NY,"$87,021"
361756,Dunkirk,NY,"$123,741"
362000,Elmira,NY,"$284,988"
362480,Glen Falls,NY,"$120,892"
362572,Greece,NY,"$107,515"
362688,Hamburg Town,NY,"$100,492"
363088,Huntington Town,NY,"$194,612"
363140,Irondequoit,NY,"$218,575"
363160,Islip Town,NY,"$1,139,077"
363168,Ithaca,NY,"$179,238"
363180,Jamestown,NY,"$280,968"
363300,Kingston,NY,"$181,204"
364004,Middletown,NY,"$139,692"
364212,Mount Vernon,NY,"$987,699"
364320,Newburgh,NY,"$211,445"
364408,New Rochelle,NY,"$359,667"
364436,New York,NY,"$109,711,721"
364448,Niagara Falls,NY,"$1,624,703"
365312,Poughkeepsie,NY,"$216,137"
365544,Rochester,NY,"$5,647,619"
365572,Rome,NY,"$241,913"
365800,Saratoga Springs,NY,"$91,382"
365848,Schenectady,NY,"$1,496,715"
366376,Syracuse,NY,"$3,336,860"
366468,Tonawanda Town,NY,"$1,095,316"
366500,Troy,NY,"$1,196,840"
366588,Union Town,NY,"$291,195"
366612,Utica,NY,"$1,573,903"
366848,Watertown City,NY,"$209,398"
367024,West Seneca,NY,"$71,387"
367096,White Plains,NY,"$215,842"
367260,Yonkers,NY,"$2,291,911"
369001,Albany County,NY,"$309,886"
369003,Allegany County,NY,"$177,707"
369007,Broome County,NY,"$224,338"
369009,Cattaraugus County,NY,"$306,381"
369011,Cayuga County,NY,"$153,238"
369013,Chautauqua County,NY,"$320,721"
369015,Chemung County,NY,"$152,758"
369017,Chenango County,NY,"$190,536"
369019,Clinton County,NY,"$260,692"
369021,Columbia County,NY,"$196,895"
369023,Cortland County,NY,"$170,600"
369025,Delaware County,NY,"$186,769"
369027,Dutchess County,NY,"$352,827"
369029,Erie County,NY,"$1,752,450"
369031,Essex County,NY,"$151,506"
369033,Franklin County,NY,"$186,216"
369035,Fulton County,NY,"$213,582"
369037,Genesee County,NY,"$195,745"
369039,Greene County,NY,"$165,521"
369041,Hamilton County,NY,"$26,264"
369043,Herkimer County,NY,"$242,695"
369045,Jefferson County,NY,"$299,193"
369049,Lewis County,NY,"$101,644"
369051,Livingston County,NY,"$180,080"
369053,Madison County,NY,"$206,895"
369055,Monroe County,NY,"$1,205,585"
369057,Montgomery County,NY,"$210,678"
369059,Nassau County,NY,"$9,232,472"
369063,Niagara County,NY,"$419,359"
369065,Oneida County,NY,"$341,199"
369067,Onondaga County,NY,"$1,254,190"
369069,Ontario County,NY,"$291,531"
369071,Orange County,NY,"$388,689"
369073,Orleans County,NY,"$153,145"
369075,Oswego County,NY,"$422,272"
369077,Otsego County,NY,"$235,499"
369079,Putnam County,NY,"$211,102"
369083,Rensselaer County,NY,"$237,833"
369087,Rockland County,NY,"$1,486,529"
369089,St. Lawrence County,NY,"$399,843"
369091,Saratoga County,NY,"$366,864"
369093,Schenectady County,NY,"$155,770"
369095,Schoharie County,NY,"$101,006"
369097,Schuyler County,NY,"$56,446"
369099,Seneca County,NY,"$108,989"
369101,Steuben County,NY,"$352,281"
369103,Suffolk County,NY,"$2,133,804"
369105,Sullivan County,NY,"$307,299"
369107,Tioga County,NY,"$132,998"
369109,Tompkins County,NY,"$196,174"
369111,Ulster County,NY,"$452,897"
369113,Warren County,NY,"$133,972"
369115,Washington County,NY,"$202,861"
369117,Wayne County,NY,"$272,036"
369119,Westchester County,NY,"$1,503,270"
369121,Wyoming County,NY,"$137,459"
369123,Yates County,NY,"$95,029"
370108,Asheville,NC,"$255,217"
370432,Burlington,NC,"$112,069"
370504,Cary,NC,"$142,411"
370552,Chapel Hill,NC,"$108,016"
370558,Charlotte,NC,"$3,756,987"
370660,Concord,NC,"$127,173"
370828,Durham,NC,"$1,310,102"
371002,Fayetteville,NC,"$346,270"
371092,Gastonia,NC,"$191,035"
371158,Goldsboro,NC,"$83,979"
371188,Greensboro,NC,"$1,425,922"
371194,Greenville,NC,"$213,549"
371338,Hickory,NC,"$80,070"
371356,High Point,NC,"$215,848"
371452,Jacksonville,NC,"$92,229"
371494,Kannapolis,NC,"$87,140"
371644,Lenoir,NC,"$38,523"
371944,Morganton,NC,"$39,488"
372028,New Bern City,NC,"$69,327"
372304,Raleigh,NC,"$2,036,458"
372406,Rocky Mount,NC,"$131,295"
372508,Salisbury,NC,"$76,448"
373144,Wilmington,NC,"$235,346"
373180,Winston-Salem,NC,"$1,428,116"
379001,Alamance County,NC,"$194,394"
379003,Alexander County,NC,"$74,421"
379005,Alleghany County,NC,"$29,996"
379007,Anson County,NC,"$71,266"
379009,Ashe County,NC,"$67,910"
379011,Avery County,NC,"$44,195"
379013,Beaufort County,NC,"$111,869"
379015,Bertie County,NC,"$63,192"
379017,Bladen County,NC,"$78,252"
379019,Brunswick County,NC,"$195,206"
379021,Buncombe County,NC,"$281,628"
379023,Burke County,NC,"$139,733"
379025,Cabarrus County,NC,"$92,546"
379027,Caldwell County,NC,"$117,160"
379029,Camden County,NC,"$15,950"
379031,Carteret County,NC,"$121,347"
379033,Caswell County,NC,"$65,987"
379035,Catawba County,NC,"$197,959"
379037,Chatham County,NC,"$97,453"
379039,Cherokee County,NC,"$55,032"
379041,Chowan County,NC,"$57,953"
379043,Clay County,NC,"$22,069"
379045,Cleveland County,NC,"$201,071"
379047,Columbus County,NC,"$121,270"
379049,Craven County,NC,"$107,770"
379051,Cumberland County,NC,"$205,071"
379053,Currituck County,NC,"$33,550"
379055,Dare County,NC,"$54,148"
379057,Davidson County,NC,"$278,915"
379059,Davie County,NC,"$87,555"
379061,Duplin County,NC,"$160,412"
379063,Durham County,NC,"$49,691"
379065,Edgecombe County,NC,"$99,307"
379067,Forsyth County,NC,"$153,394"
379069,Franklin County,NC,"$118,292"
379071,Gaston County,NC,"$256,381"
379073,Gates County,NC,"$27,583"
379075,Graham County,NC,"$18,295"
379077,Granville County,NC,"$103,423"
379079,Greene County,NC,"$52,811"
379081,Guilford County,NC,"$154,856"
379083,Halifax County,NC,"$171,291"
379085,Harnett County,NC,"$217,920"
379087,Haywood County,NC,"$148,424"
379089,Henderson County,NC,"$185,563"
379091,Hertford County,NC,"$69,856"
379093,Hoke County,NC,"$112,762"
379095,Hyde County,NC,"$27,486"
379097,Iredell County,NC,"$265,775"
379099,Jackson County,NC,"$93,888"
379101,Johnston County,NC,"$324,559"
379103,Jones County,NC,"$23,713"
379105,Lee County,NC,"$128,442"
379107,Lenoir County,NC,"$141,020"
379109,Lincoln County,NC,"$131,004"
379111,Mcdowell County,NC,"$101,200"
379113,Macon County,NC,"$77,087"
379115,Madison County,NC,"$69,840"
379117,Martin County,NC,"$67,204"
379119,Mecklenburg County,NC,"$146,542"
379121,Mitchell County,NC,"$46,020"
379123,Montgomery County,NC,"$75,390"
379125,Moore County,NC,"$169,843"
379127,Nash County,NC,"$114,941"
379129,New Hanover County,NC,"$118,755"
379131,Northampton County,NC,"$69,091"
379133,Onslow County,NC,"$180,196"
379135,Orange County,NC,"$151,301"
379137,Pamlico County,NC,"$30,732"
379139,Pasquotank County,NC,"$97,040"
379141,Pender County,NC,"$107,461"
379143,Perquimans County,NC,"$31,659"
379145,Person County,NC,"$75,430"
379147,Pitt County,NC,"$164,697"
379149,Polk County,NC,"$55,503"
379151,Randolph County,NC,"$293,726"
379153,Richmond County,NC,"$113,278"
379155,Robeson County,NC,"$422,524"
379157,Rockingham County,NC,"$247,681"
379159,Rowan County,NC,"$206,168"
379161,Rutherford County,NC,"$168,694"
379163,Sampson County,NC,"$147,432"
379165,Scotland County,NC,"$103,682"
379167,Stanly County,NC,"$166,489"
379169,Stokes County,NC,"$98,216"
379171,Surry County,NC,"$158,967"
379173,Swain County,NC,"$32,865"
379175,Transylvania County,NC,"$58,235"
379177,Tyrrell County,NC,"$18,248"
379179,Union County,NC,"$297,887"
379181,Vance County,NC,"$133,576"
379183,Wake County,NC,"$1,107,746"
379185,Warren County,NC,"$60,777"
379187,Washington County,NC,"$43,995"
379189,Watauga County,NC,"$114,670"
379191,Wayne County,NC,"$190,517"
379193,Wilkes County,NC,"$152,706"
379195,Wilson County,NC,"$187,935"
379197,Yadkin County,NC,"$78,797"
379199,Yancey County,NC,"$49,955"
380228,Bismarck,ND,"$76,802"
380636,Fargo,ND,"$178,453"
380816,Grand Forks,ND,"$92,257"
389001,Adams County,ND,"$6,394"
389003,Barnes County,ND,"$27,648"
389005,Benson County,ND,"$37,888"
389007,Billings County,ND,"$1,740"
389009,Bottineau County,ND,"$16,627"
389011,Bowman County,ND,"$5,096"
389013,Burke County,ND,"$6,338"
389015,Burleigh County,ND,"$23,981"
389017,Cass County,ND,"$54,215"
389019,Cavalier County,ND,"$8,397"
389021,Dickey County,ND,"$12,086"
389023,Divide County,ND,"$5,578"
389025,Dunn County,ND,"$7,313"
389027,Eddy County,ND,"$8,541"
389029,Emmons County,ND,"$9,751"
389031,Foster County,ND,"$6,945"
389033,Golden Valley County,ND,"$5,131"
389035,Grand Forks County,ND,"$19,312"
389037,Grant County,ND,"$6,681"
389039,Griggs County,ND,"$7,059"
389041,Hettinger County,ND,"$6,475"
389043,Kidder County,ND,"$5,671"
389045,Lamoure County,ND,"$10,830"
389047,Logan County,ND,"$4,014"
389049,Mchenry County,ND,"$17,234"
389051,Mcintosh County,ND,"$8,848"
389053,Mckenzie County,ND,"$19,114"
389055,Mclean County,ND,"$16,385"
389057,Mercer County,ND,"$10,974"
389059,Morton County,ND,"$45,048"
389061,Mountrail County,ND,"$22,366"
389063,Nelson County,ND,"$9,754"
389065,Oliver County,ND,"$4,128"
389067,Pembina County,ND,"$15,138"
389069,Pierce County,ND,"$8,938"
389071,Ramsey County,ND,"$23,954"
389073,Ransom County,ND,"$12,626"
389075,Renville County,ND,"$5,342"
389077,Richland County,ND,"$32,060"
389079,Rolette County,ND,"$74,716"
389081,Sargent County,ND,"$9,283"
389083,Sheridan County,ND,"$4,477"
389085,Sioux County,ND,"$27,916"
389087,Slope County,ND,"$2,577"
389089,Stark County,ND,"$39,204"
389091,Steele County,ND,"$5,144"
389093,Stutsman County,ND,"$38,861"
389095,Towner County,ND,"$6,335"
389097,Traill County,ND,"$17,906"
389099,Walsh County,ND,"$23,723"
389101,Ward County,ND,"$108,918"
389103,Wells County,ND,"$11,539"
389105,Williams County,ND,"$36,767"
390042,Akron,OH,"$4,067,874"
390066,Alliance,OH,"$150,527"
390294,Barberton,OH,"$161,727"
390600,Bowling Green,OH,"$66,340"
390858,Canton,OH,"$1,710,179"
391062,Cincinnati,OH,"$7,889,627"
391104,Cleveland,OH,"$14,180,867"
391110,Cleveland Heights,OH,"$390,009"
391176,Columbus,OH,"$4,677,485"
391320,Cuyahoga Falls,OH,"$160,828"
391362,Dayton,OH,"$3,689,756"
391500,East Cleveland,OH,"$259,167"
391602,Elyria,OH,"$170,357"
391626,Euclid,OH,"$241,708"
391638,Fairborn,OH,"$66,328"
392118,Hamilton City,OH,"$339,299"
392508,Kent,OH,"$67,618"
392526,Kettering,OH,"$130,119"
392628,Lakewood,OH,"$1,323,964"
392634,Lancaster,OH,"$121,342"
392730,Lima,OH,"$262,113"
392820,Lorain,OH,"$307,734"
393012,Mansfield,OH,"$207,339"
393054,Marietta,OH,"$93,382"
393114,Massillon,OH,"$161,873"
393168,Mentor,OH,"$45,158"
393222,Middletown,OH,"$182,750"
393558,Newark,OH,"$192,144"
394098,Parma,OH,"$225,544"
394680,Sandusky,OH,"$186,207"
394998,Springfield,OH,"$1,166,709"
395016,Steubenville,OH,"$151,899"
395214,Toledo,OH,"$4,915,228"
395454,Warren,OH,"$283,679"
395874,Youngstown,OH,"$2,341,011"
399001,Adams County,OH,"$91,454"
399003,Allen County,OH,"$124,070"
399005,Ashland County,OH,"$130,948"
399007,Ashtabula County,OH,"$294,851"
399009,Athens County,OH,"$209,792"
399011,Auglaize County,OH,"$100,988"
399013,Belmont County,OH,"$199,078"
399015,Brown County,OH,"$96,285"
399017,Butler County,OH,"$302,261"
399019,Carroll County,OH,"$78,298"
399021,Champaign County,OH,"$100,742"
399023,Clark County,OH,"$139,683"
399025,Clermont County,OH,"$248,904"
399027,Clinton County,OH,"$106,325"
399029,Columbiana County,OH,"$280,113"
399031,Coshocton County,OH,"$105,916"
399033,Crawford County,OH,"$128,538"
399035,Cuyahoga County,OH,"$2,442,115"
399037,Darke County,OH,"$141,337"
399039,Defiance County,OH,"$99,734"
399041,Delaware County,OH,"$220,094"
399043,Erie County,OH,"$88,591"
399045,Fairfield County,OH,"$155,596"
399047,Fayette County,OH,"$72,052"
399049,Franklin County,OH,"$1,321,577"
399051,Fulton County,OH,"$94,047"
399053,Gallia County,OH,"$82,492"
399055,Geauga County,OH,"$169,500"
399057,Greene County,OH,"$209,561"
399059,Guernsey County,OH,"$117,853"
399061,Hamilton County,OH,"$2,087,446"
399063,Hancock County,OH,"$182,080"
399065,Hardin County,OH,"$86,312"
399067,Harrison County,OH,"$50,455"
399069,Henry County,OH,"$76,401"
399071,Highland County,OH,"$125,646"
399073,Hocking County,OH,"$72,451"
399075,Holmes County,OH,"$129,633"
399077,Huron County,OH,"$152,941"
399079,Jackson County,OH,"$113,554"
399081,Jefferson County,OH,"$120,470"
399083,Knox County,OH,"$139,880"
399085,Lake County,OH,"$333,558"
399087,Lawrence County,OH,"$157,297"
399089,Licking County,OH,"$225,320"
399091,Logan County,OH,"$116,779"
399093,Lorain County,OH,"$258,562"
399095,Lucas County,OH,"$228,738"
399097,Madison County,OH,"$79,443"
399099,Mahoning County,OH,"$284,786"
399101,Marion County,OH,"$187,512"
399103,Medina County,OH,"$253,716"
399105,Meigs County,OH,"$65,290"
399107,Mercer County,OH,"$74,265"
399109,Miami County,OH,"$220,483"
399111,Monroe County,OH,"$46,254"
399113,Montgomery County,OH,"$1,214,552"
399115,Morgan County,OH,"$44,105"
399117,Morrow County,OH,"$77,227"
399119,Muskingum County,OH,"$227,845"
399121,Noble County,OH,"$34,254"
399123,Ottawa County,OH,"$102,104"
399125,Paulding County,OH,"$44,657"
399127,Perry County,OH,"$104,586"
399129,Pickaway County,OH,"$115,077"
399131,Pike County,OH,"$82,616"
399133,Portage County,OH,"$244,880"
399135,Preble County,OH,"$96,425"
399137,Putnam County,OH,"$69,663"
399139,Richland County,OH,"$127,757"
399141,Ross County,OH,"$213,841"
399143,Sandusky County,OH,"$161,455"
399145,Scioto County,OH,"$222,672"
399147,Seneca County,OH,"$164,636"
399149,Shelby County,OH,"$106,565"
399151,Stark County,OH,"$309,096"
399153,Summit County,OH,"$240,445"
399155,Trumbull County,OH,"$361,988"
399157,Tuscarawas County,OH,"$238,544"
399159,Union County,OH,"$78,389"
399161,Van Wert County,OH,"$78,777"
399163,Vinton County,OH,"$46,080"
399165,Warren County,OH,"$195,259"
399167,Washington County,OH,"$96,790"
399169,Wayne County,OH,"$265,905"
399171,Williams County,OH,"$95,771"
399173,Wood County,OH,"$181,155"
399175,Wyandot County,OH,"$61,556"
400918,Edmond,OK,"$103,104"
400966,Enid,OK,"$106,581"
401734,Lawton,OK,"$169,859"
402016,Midwest City,OK,"$96,900"
402046,Moore City,OK,"$83,630"
402190,Norman,OK,"$198,631"
402268,Oklahoma City,OK,"$3,132,009"
402718,Shawnee,OK,"$74,519"
403036,Tulsa,OK,"$2,285,133"
409001,Adair County,OK,"$43,230"
409003,Alfalfa County,OK,"$19,084"
409005,Atoka County,OK,"$22,251"
409007,Beaver County,OK,"$12,193"
409009,Beckham County,OK,"$42,904"
409011,Blaine County,OK,"$20,724"
409013,Bryan County,OK,"$70,877"
409015,Caddo County,OK,"$57,015"
409017,Canadian County,OK,"$76,686"
409019,Carter County,OK,"$67,159"
409021,Cherokee County,OK,"$86,623"
409023,Choctaw County,OK,"$25,833"
409025,Cimarron County,OK,"$6,815"
409027,Cleveland County,OK,"$43,689"
409029,Coal County,OK,"$11,671"
409031,Comanche County,OK,"$34,746"
409033,Cotton County,OK,"$11,596"
409035,Craig County,OK,"$30,846"
409037,Creek County,OK,"$94,684"
409039,Custer County,OK,"$45,079"
409041,Delaware County,OK,"$79,661"
409043,Dewey County,OK,"$13,827"
409045,Ellis County,OK,"$13,252"
409047,Garfield County,OK,"$22,327"
409049,Garvin County,OK,"$36,596"
409051,Grady County,OK,"$78,222"
409053,Grant County,OK,"$14,857"
409055,Greer County,OK,"$13,936"
409057,Harmon County,OK,"$9,860"
409059,Harper County,OK,"$8,679"
