Geo Code,Jurisdiction,State,FY 2015 PPRN
409057,Harmon County,OK,"$8,654"
409059,Harper County,OK,"$8,257"
409061,Haskell County,OK,"$16,885"
409063,Hughes County,OK,"$27,434"
409065,Jackson County,OK,"$40,370"
409067,Jefferson County,OK,"$15,924"
409069,Johnston County,OK,"$18,926"
409071,Kay County,OK,"$97,590"
409073,Kingfisher County,OK,"$21,523"
409075,Kiowa County,OK,"$30,361"
409077,Latimer County,OK,"$14,865"
409079,Le Flore County,OK,"$82,219"
409081,Lincoln County,OK,"$59,188"
409083,Logan County,OK,"$67,273"
409085,Love County,OK,"$12,545"
409087,Mcclain County,OK,"$39,068"
409089,Mccurtain County,OK,"$65,750"
409091,Mcintosh County,OK,"$33,371"
409093,Major County,OK,"$13,697"
409095,Marshall County,OK,"$20,601"
409097,Mayes County,OK,"$65,724"
409099,Murray County,OK,"$18,425"
409101,Muskogee County,OK,"$112,023"
409103,Noble County,OK,"$21,282"
409105,Nowata County,OK,"$19,007"
409107,Okfuskee County,OK,"$21,606"
409109,Oklahoma County,OK,"$132,815"
409111,Okmulgee County,OK,"$76,913"
409113,Osage County,OK,"$58,493"
409115,Ottawa County,OK,"$54,811"
409117,Pawnee County,OK,"$29,993"
409119,Payne County,OK,"$117,667"
409121,Pittsburg County,OK,"$70,291"
409123,Pontotoc County,OK,"$53,627"
409125,Pottawatomie County,OK,"$50,491"
409127,Pushmataha County,OK,"$22,188"
409129,Roger Mills County,OK,"$8,345"
409131,Rogers County,OK,"$95,810"
409133,Seminole County,OK,"$50,568"
409135,Sequoyah County,OK,"$67,144"
409137,Stephens County,OK,"$56,728"
409139,Texas County,OK,"$36,766"
409141,Tillman County,OK,"$20,161"
409143,Tulsa County,OK,"$318,201"
409145,Wagoner County,OK,"$89,494"
409147,Washington County,OK,"$68,550"
409149,Washita County,OK,"$23,641"
409151,Woods County,OK,"$25,631"
409153,Woodward County,OK,"$28,215"
410012,Albany,OR,"$96,940"
410042,Ashland,OR,"$42,334"
410108,Beaverton,OR,"$145,901"
410114,Bend,OR,"$103,489"
410288,Corvallis,OR,"$126,795"
410426,Eugene,OR,"$310,423"
410564,Gresham,OR,"$223,171"
410636,Hillsboro,OR,"$159,824"
410888,Medford,OR,"$149,291"
411098,Portland,OR,"$5,348,579"
411140,Redmond,OR,"$47,300"
411200,Salem,OR,"$308,737"
411290,Springfield,OR,"$112,294"
419001,Baker County,OR,"$65,496"
419003,Benton County,OR,"$35,018"
419005,Clackamas County,OR,"$1,369,006"
419007,Clatsop County,OR,"$117,146"
419009,Columbia County,OR,"$101,028"
419011,Coos County,OR,"$128,445"
419013,Crook County,OR,"$40,525"
419015,Curry County,OR,"$37,042"
419017,Deschutes County,OR,"$66,003"
419019,Douglas County,OR,"$196,414"
419021,Gilliam County,OR,"$6,601"
419023,Grant County,OR,"$24,298"
419025,Harney County,OR,"$18,292"
419027,Hood River County,OR,"$41,018"
419029,Jackson County,OR,"$176,381"
419031,Jefferson County,OR,"$46,675"
419033,Josephine County,OR,"$155,117"
419035,Klamath County,OR,"$155,546"
419037,Lake County,OR,"$20,267"
419039,Lane County,OR,"$200,360"
419041,Lincoln County,OR,"$83,501"
419043,Linn County,OR,"$129,262"
419045,Malheur County,OR,"$71,512"
419047,Marion County,OR,"$398,275"
419049,Morrow County,OR,"$22,246"
419051,Multnomah County,OR,"$73,266"
419053,Polk County,OR,"$83,549"
419055,Sherman County,OR,"$7,043"
419057,Tillamook County,OR,"$67,707"
419059,Umatilla County,OR,"$142,917"
419061,Union County,OR,"$74,716"
419063,Wallowa County,OR,"$24,054"
419065,Wasco County,OR,"$61,950"
419067,Washington County,OR,"$1,246,432"
419069,Wheeler County,OR,"$5,380"
419071,Yamhill County,OR,"$161,734"
420015,Abington,PA,"$175,621"
420096,Allentown,PA,"$1,438,432"
420114,Altoona,PA,"$980,159"
420438,Bensalem Township,PA,"$67,575"
420504,Bethlehem,PA,"$316,141"
420726,Bristol Township,PA,"$131,711"
420930,Carlisle,PA,"$79,619"
421116,Chester,PA,"$282,462"
421950,Easton,PA,"$200,175"
422178,Erie,PA,"$1,918,348"
422898,Harrisburg,PA,"$1,343,779"
422937,Haverford,PA,"$190,786"
422958,Hazleton,PA,"$173,131"
423411,Johnstown,PA,"$292,191"
423573,Lancaster City,PA,"$1,050,050"
423657,Lebanon,PA,"$164,099"
423951,Lower Merion,PA,"$231,415"
424086,Mckeesport,PA,"$236,213"
424434,Millcreek Township,PA,"$51,703"
424914,Norristown,PA,"$201,521"
425340,Penn Hills,PA,"$160,836"
425451,Philadelphia,PA,"$26,459,227"
425529,Pittsburgh,PA,"$8,754,343"
425793,Reading,PA,"$1,685,569"
426201,Scranton,PA,"$1,737,170"
426258,Sharon,PA,"$131,152"
426711,State College,PA,"$126,711"
427227,Upper Darby,PA,"$973,513"
427947,Wilkes-Barre,PA,"$1,020,809"
427962,Williamsport,PA,"$247,572"
428136,York,PA,"$300,759"
429001,Adams County,PA,"$247,144"
429003,Allegheny County,PA,"$8,514,079"
429005,Armstrong County,PA,"$197,061"
429007,Beaver County,PA,"$1,982,556"
429009,Bedford County,PA,"$137,671"
429011,Berks County,PA,"$1,403,349"
429013,Blair County,PA,"$181,501"
429015,Bradford County,PA,"$202,903"
429017,Bucks County,PA,"$1,185,664"
429019,Butler County,PA,"$373,486"
429021,Cambria County,PA,"$305,047"
429023,Cameron County,PA,"$17,208"
429025,Carbon County,PA,"$182,789"
429027,Centre County,PA,"$287,172"
429029,Chester County,PA,"$1,505,776"
429031,Clarion County,PA,"$118,171"
429033,Clearfield County,PA,"$236,770"
429035,Clinton County,PA,"$112,819"
429037,Columbia County,PA,"$200,961"
429039,Crawford County,PA,"$295,000"
429041,Cumberland County,PA,"$270,347"
429043,Dauphin County,PA,"$285,690"
429045,Delaware County,PA,"$2,230,507"
429047,Elk County,PA,"$90,857"
429049,Erie County,PA,"$279,112"
429051,Fayette County,PA,"$448,672"
429053,Forest County,PA,"$19,380"
429055,Franklin County,PA,"$376,461"
429057,Fulton County,PA,"$43,793"
429059,Greene County,PA,"$108,572"
429061,Huntingdon County,PA,"$120,356"
429063,Indiana County,PA,"$298,861"
429065,Jefferson County,PA,"$141,270"
429067,Juniata County,PA,"$63,029"
429069,Lackawanna County,PA,"$367,535"
429071,Lancaster County,PA,"$1,776,860"
429073,Lawrence County,PA,"$247,200"
429075,Lebanon County,PA,"$196,896"
429077,Lehigh County,PA,"$286,922"
429079,Luzerne County,PA,"$2,635,414"
429081,Lycoming County,PA,"$200,308"
429083,Mckean County,PA,"$144,440"
429085,Mercer County,PA,"$248,064"
429087,Mifflin County,PA,"$142,917"
429089,Monroe County,PA,"$428,355"
429091,Montgomery County,PA,"$1,983,507"
429093,Montour County,PA,"$47,507"
429095,Northampton County,PA,"$353,765"
429097,Northumberland County,PA,"$321,911"
429099,Perry County,PA,"$124,613"
429103,Pike County,PA,"$152,477"
429105,Potter County,PA,"$63,823"
429107,Schuylkill County,PA,"$509,886"
429109,Snyder County,PA,"$100,551"
429111,Somerset County,PA,"$210,796"
429113,Sullivan County,PA,"$29,010"
429115,Susquehanna County,PA,"$124,987"
429117,Tioga County,PA,"$136,120"
429119,Union County,PA,"$111,567"
429121,Venango County,PA,"$183,877"
429123,Warren County,PA,"$125,940"
429125,Washington County,PA,"$2,161,033"
429127,Wayne County,PA,"$121,041"
429129,Westmoreland County,PA,"$2,379,919"
429131,Wyoming County,PA,"$72,230"
429133,York County,PA,"$1,349,519"
440054,Cranston,RI,"$257,356"
440072,East Providence,RI,"$167,537"
440210,Pawtucket,RI,"$1,265,489"
440222,Providence,RI,"$3,384,886"
440276,Warwick,RI,"$216,775"
440306,Woonsocket,RI,"$773,359"
449001,Bristol County,RI,"$111,561"
449003,Kent County,RI,"$196,915"
449005,Newport County,RI,"$204,024"
449007,Providence County,RI,"$484,516"
449009,Washington County,RI,"$228,636"
450012,Aiken,SC,"$46,451"
450030,Anderson,SC,"$141,462"
450300,Charleston,SC,"$229,569"
450372,Columbia,SC,"$236,534"
450534,Florence,SC,"$70,307"
450648,Greenville,SC,"$195,330"
451386,Rock Hill,SC,"$113,741"
451554,Spartanburg,SC,"$154,465"
451608,Summerville,SC,"$60,086"
451620,Sumter,SC,"$74,390"
459001,Abbeville County,SC,"$67,924"
459003,Aiken County,SC,"$238,040"
459005,Allendale County,SC,"$34,462"
459007,Anderson County,SC,"$259,184"
459009,Bamberg County,SC,"$52,651"
459011,Barnwell County,SC,"$61,016"
459013,Beaufort County,SC,"$247,561"
459015,Berkeley County,SC,"$301,798"
459017,Calhoun County,SC,"$31,106"
459019,Charleston County,SC,"$1,062,730"
459021,Cherokee County,SC,"$124,631"
459023,Chester County,SC,"$77,386"
459025,Chesterfield County,SC,"$123,552"
459027,Clarendon County,SC,"$65,127"
459029,Colleton County,SC,"$78,738"
459031,Darlington County,SC,"$140,671"
459033,Dillon County,SC,"$101,853"
459035,Dorchester County,SC,"$131,675"
459037,Edgefield County,SC,"$53,364"
459039,Fairfield County,SC,"$62,710"
459041,Florence County,SC,"$191,756"
459043,Georgetown County,SC,"$125,480"
459045,Greenville County,SC,"$1,629,206"
459047,Greenwood County,SC,"$177,343"
459049,Hampton County,SC,"$52,901"
459051,Horry County,SC,"$1,506,410"
459053,Jasper County,SC,"$54,586"
459055,Kershaw County,SC,"$97,836"
459057,Lancaster County,SC,"$146,185"
459059,Laurens County,SC,"$145,631"
459061,Lee County,SC,"$49,090"
459063,Lexington County,SC,"$356,063"
459065,Mccormick County,SC,"$18,738"
459067,Marion County,SC,"$83,850"
459069,Marlboro County,SC,"$80,331"
459071,Newberry County,SC,"$137,841"
459073,Oconee County,SC,"$148,249"
459075,Orangeburg County,SC,"$206,396"
459077,Pickens County,SC,"$218,019"
459079,Richland County,SC,"$322,606"
459081,Saluda County,SC,"$63,509"
459083,Spartanburg County,SC,"$336,223"
459085,Sumter County,SC,"$124,123"
459087,Union County,SC,"$94,851"
459089,Williamsburg County,SC,"$126,577"
459091,York County,SC,"$206,073"
461392,Rapid City,SD,"$110,295"
461518,Sioux Falls,SD,"$206,928"
469003,Aurora County,SD,"$6,595"
469005,Beadle County,SD,"$37,849"
469007,Bennett County,SD,"$14,224"
469009,Bon Homme County,SD,"$15,527"
469011,Brookings County,SD,"$55,059"
469013,Brown County,SD,"$67,592"
469015,Brule County,SD,"$9,151"
469017,Buffalo County,SD,"$11,481"
469019,Butte County,SD,"$21,569"
469021,Campbell County,SD,"$4,089"
469023,Charles Mix County,SD,"$28,439"
469025,Clark County,SD,"$10,564"
469027,Clay County,SD,"$30,905"
469029,Codington County,SD,"$48,044"
469031,Corson County,SD,"$18,652"
469033,Custer County,SD,"$12,265"
469035,Davison County,SD,"$35,459"
469037,Day County,SD,"$17,825"
469039,Deuel County,SD,"$9,522"
469041,Dewey County,SD,"$20,530"
469043,Douglas County,SD,"$7,607"
469045,Edmunds County,SD,"$9,474"
469047,Fall River County,SD,"$15,630"
469049,Faulk County,SD,"$6,867"
469051,Grant County,SD,"$16,107"
469053,Gregory County,SD,"$11,546"
469055,Haakon County,SD,"$3,827"
469057,Hamlin County,SD,"$12,249"
469059,Hand County,SD,"$9,229"
469061,Hanson County,SD,"$7,830"
469063,Harding County,SD,"$2,903"
469065,Hughes County,SD,"$27,118"
469067,Hutchinson County,SD,"$16,683"
469069,Hyde County,SD,"$3,833"
469071,Jackson County,SD,"$16,298"
469073,Jerauld County,SD,"$6,361"
469075,Jones County,SD,"$2,080"
469077,Kingsbury County,SD,"$14,537"
469079,Lake County,SD,"$23,444"
469081,Lawrence County,SD,"$46,110"
469083,Lincoln County,SD,"$30,709"
469085,Lyman County,SD,"$11,028"
469087,Mccook County,SD,"$12,263"
469089,Mcpherson County,SD,"$7,530"
469091,Marshall County,SD,"$11,010"
469093,Meade County,SD,"$41,753"
469095,Mellette County,SD,"$9,146"
469097,Miner County,SD,"$7,612"
469099,Minnehaha County,SD,"$38,269"
469101,Moody County,SD,"$15,074"
469103,Pennington County,SD,"$46,057"
469105,Perkins County,SD,"$7,229"
469107,Potter County,SD,"$6,449"
469109,Roberts County,SD,"$26,805"
469111,Sanborn County,SD,"$7,600"
469113,Shannon County,SD,"$92,581"
469115,Spink County,SD,"$16,677"
469117,Stanley County,SD,"$4,592"
469119,Sully County,SD,"$2,725"
469121,Todd County,SD,"$60,026"
469123,Tripp County,SD,"$16,474"
469125,Turner County,SD,"$20,903"
469127,Union County,SD,"$19,745"
469129,Walworth County,SD,"$11,653"
469135,Yankton County,SD,"$34,871"
469137,Ziebach County,SD,"$14,569"
470228,Bristol,TN,"$41,480"
470336,Chattanooga,TN,"$1,139,807"
470354,Clarksville,TN,"$226,436"
470360,Cleveland,TN,"$87,700"
470672,Franklin City,TN,"$65,869"
470834,Hendersonville,TN,"$61,956"
470924,Jackson,TN,"$131,532"
470954,Johnson City,TN,"$120,355"
470990,Kingsport,TN,"$82,173"
471014,Knoxville,TN,"$949,536"
471242,Memphis,TN,"$4,350,572"
471326,Morristown,TN,"$62,159"
471362,Murfreesboro,TN,"$188,044"
471368,Nashville-Davidson,TN,"$3,100,546"
471422,Oak Ridge,TN,"$56,548"
479001,Anderson County,TN,"$81,598"
479003,Bedford County,TN,"$100,601"
479005,Benton County,TN,"$31,892"
479007,Bledsoe County,TN,"$26,449"
479009,Blount County,TN,"$185,548"
479011,Bradley County,TN,"$90,484"
479013,Campbell County,TN,"$83,005"
479015,Cannon County,TN,"$29,501"
479017,Carroll County,TN,"$70,824"
479019,Carter County,TN,"$142,542"
479021,Cheatham County,TN,"$55,678"
479023,Chester County,TN,"$30,085"
479025,Claiborne County,TN,"$63,048"
479027,Clay County,TN,"$15,009"
479029,Cocke County,TN,"$85,394"
479031,Coffee County,TN,"$109,331"
479033,Crockett County,TN,"$31,476"
479035,Cumberland County,TN,"$91,368"
479039,Decatur County,TN,"$27,685"
479041,Dekalb County,TN,"$32,102"
479043,Dickson County,TN,"$79,813"
479045,Dyer County,TN,"$73,968"
479047,Fayette County,TN,"$51,696"
479049,Fentress County,TN,"$40,716"
479051,Franklin County,TN,"$71,748"
479053,Gibson County,TN,"$102,800"
479055,Giles County,TN,"$76,774"
479057,Grainger County,TN,"$50,212"
479059,Greene County,TN,"$159,285"
479061,Grundy County,TN,"$38,833"
479063,Hamblen County,TN,"$45,579"
479065,Hamilton County,TN,"$199,036"
479067,Hancock County,TN,"$22,237"
479069,Hardeman County,TN,"$52,968"
479071,Hardin County,TN,"$51,498"
479073,Hawkins County,TN,"$108,274"
479075,Haywood County,TN,"$47,500"
479077,Henderson County,TN,"$46,093"
479079,Henry County,TN,"$71,945"
479081,Hickman County,TN,"$46,234"
479083,Houston County,TN,"$19,767"
479085,Humphreys County,TN,"$29,115"
479087,Jackson County,TN,"$28,415"
479089,Jefferson County,TN,"$89,003"
479091,Johnson County,TN,"$44,919"
479093,Knox County,TN,"$229,495"
479095,Lake County,TN,"$15,534"
479097,Lauderdale County,TN,"$63,256"
479099,Lawrence County,TN,"$71,365"
479101,Lewis County,TN,"$17,595"
479103,Lincoln County,TN,"$66,569"
479105,Loudon County,TN,"$92,111"
479107,Mcminn County,TN,"$113,893"
479109,Mcnairy County,TN,"$54,595"
479111,Macon County,TN,"$49,482"
479113,Madison County,TN,"$40,438"
479115,Marion County,TN,"$50,550"
479117,Marshall County,TN,"$65,654"
479119,Maury County,TN,"$162,892"
479121,Meigs County,TN,"$33,870"
479123,Monroe County,TN,"$86,023"
479125,Montgomery County,TN,"$52,124"
479127,Moore County,TN,"$11,115"
479129,Morgan County,TN,"$40,249"
479131,Obion County,TN,"$65,749"
479133,Overton County,TN,"$42,153"
479135,Perry County,TN,"$20,054"
479137,Pickett County,TN,"$8,186"
479139,Polk County,TN,"$42,870"
479141,Putnam County,TN,"$144,157"
479143,Rhea County,TN,"$63,909"
479145,Roane County,TN,"$93,431"
479147,Robertson County,TN,"$101,625"
479149,Rutherford County,TN,"$219,002"
479151,Scott County,TN,"$49,327"
479153,Sequatchie County,TN,"$26,448"
479155,Sevier County,TN,"$149,496"
479157,Shelby County,TN,"$265,210"
479159,Smith County,TN,"$48,306"
479161,Stewart County,TN,"$28,923"
479163,Sullivan County,TN,"$126,718"
479165,Sumner County,TN,"$132,987"
479167,Tipton County,TN,"$97,151"
479169,Trousdale County,TN,"$17,034"
479171,Unicoi County,TN,"$51,782"
479173,Union County,TN,"$40,046"
479175,Van Buren County,TN,"$13,672"
479177,Warren County,TN,"$72,150"
479179,Washington County,TN,"$99,896"
479181,Wayne County,TN,"$29,354"
479183,Weakley County,TN,"$70,809"
479185,White County,TN,"$52,359"
479187,Williamson County,TN,"$99,215"
479189,Wilson County,TN,"$136,430"
480018,Abilene,TX,"$204,502"
480090,Allen,TX,"$67,460"
480132,Amarillo,TX,"$1,010,708"
480222,Arlington,TX,"$1,997,057"
480264,Austin,TX,"$4,700,592"
480390,Baytown City,TX,"$169,958"
480402,Beaumont,TX,"$880,025"
480726,Brownsville,TX,"$1,779,580"
480738,Bryan,TX,"$215,221"
480900,Carrollton,TX,"$181,973"
481104,College Station,TX,"$249,531"
481158,Conroe,TX,"$155,841"
481206,Corpus Christi,TX,"$1,722,774"
481338,Dallas,TX,"$9,135,818"
481410,Denison,TX,"$75,182"
481416,Denton,TX,"$211,274"
481608,Edinburg,TX,"$225,863"
481680,El Paso,TX,"$4,453,344"
481722,Euless City,TX,"$82,862"
481824,Flower Mound Town,TX,"$43,850"
481896,Fort Worth,TX,"$4,169,226"
481944,Frisco,TX,"$94,686"
481986,Galveston,TX,"$297,528"
481998,Garland,TX,"$1,230,446"
482142,Grand Prairie,TX,"$336,092"
482178,Grapevine,TX,"$55,253"
482304,Harlingen,TX,"$199,609"
482514,Houston,TX,"$15,311,575"
482628,Irving,TX,"$1,371,789"
482820,Killeen,TX,"$245,029"
483042,Laredo,TX,"$2,391,706"
483084,League City,TX,"$84,434"
483132,Lewisville,TX,"$146,139"
483246,Longview,TX,"$154,083"
483288,Lubbock,TX,"$1,296,435"
483330,Mc Allen,TX,"$1,005,699"
483348,Mckinney City,TX,"$181,890"
483396,Mansfield,TX,"$63,443"
483438,Marshall,TX,"$73,943"
483546,Mesquite,TX,"$226,937"
483564,Midland,TX,"$181,773"
483606,Mission,TX,"$231,345"
483612,Missouri City,TX,"$82,193"
483798,New Braunfels,TX,"$89,792"
483888,North Richland Hills,TX,"$71,037"
483924,Odessa,TX,"$191,147"
483966,Orange,TX,"$78,249"
484068,Pasadena,TX,"$1,107,308"
484080,Pearland,TX,"$78,107"
484140,Pflugerville City,TX,"$57,872"
484146,Pharr,TX,"$287,133"
484206,Plano,TX,"$292,552"
484248,Port Arthur,TX,"$259,795"
484674,Round Rock,TX,"$125,096"
484686,Rowlett,TX,"$46,349"
484752,San Angelo,TX,"$174,653"
484758,San Antonio,TX,"$7,746,592"
484770,San Benito,TX,"$96,224"
484812,San Marcos,TX,"$122,446"
484962,Sherman,TX,"$75,002"
485202,Sugar Land,TX,"$75,082"
485316,Temple,TX,"$97,142"
485340,Texarkana,TX,"$77,568"
485346,Texas City,TX,"$92,707"
485496,Tyler,TX,"$212,581"
485580,Victoria,TX,"$139,647"
485592,Waco,TX,"$906,948"
485826,Wichita Falls,TX,"$276,991"
489001,Anderson County,TX,"$120,733"
489003,Andrews County,TX,"$30,339"
489005,Angelina County,TX,"$174,870"
489007,Aransas County,TX,"$48,647"
489009,Archer County,TX,"$23,390"
489011,Armstrong County,TX,"$10,132"
489013,Atascosa County,TX,"$103,546"
489015,Austin County,TX,"$67,833"
489017,Bailey County,TX,"$18,287"
489019,Bandera County,TX,"$47,262"
489021,Bastrop County,TX,"$137,589"
489023,Baylor County,TX,"$24,905"
489025,Bee County,TX,"$70,869"
489027,Bell County,TX,"$171,973"
489029,Bexar County,TX,"$1,402,087"
489031,Blanco County,TX,"$23,291"
489033,Borden County,TX,"$1,270"
489035,Bosque County,TX,"$60,143"
489037,Bowie County,TX,"$96,537"
489039,Brazoria County,TX,"$1,094,484"
489041,Brazos County,TX,"$38,085"
489043,Brewster County,TX,"$44,837"
489045,Briscoe County,TX,"$8,098"
489047,Brooks County,TX,"$27,171"
489049,Brown County,TX,"$130,952"
489051,Burleson County,TX,"$43,010"
489053,Burnet County,TX,"$82,634"
489055,Caldwell County,TX,"$90,039"
489057,Calhoun County,TX,"$46,988"
489059,Callahan County,TX,"$39,024"
489061,Cameron County,TX,"$534,558"
489063,Camp County,TX,"$34,101"
489065,Carson County,TX,"$20,906"
489067,Cass County,TX,"$68,890"
489069,Castro County,TX,"$20,603"
489071,Chambers County,TX,"$38,611"
489073,Cherokee County,TX,"$122,029"
489075,Childress County,TX,"$24,196"
489077,Clay County,TX,"$35,833"
489079,Cochran County,TX,"$7,092"
489081,Coke County,TX,"$9,988"
489083,Coleman County,TX,"$63,536"
489085,Collin County,TX,"$223,711"
489087,Collingsworth County,TX,"$14,705"
489089,Colorado County,TX,"$72,924"
489091,Comal County,TX,"$83,366"
489093,Comanche County,TX,"$39,810"
489095,Concho County,TX,"$14,592"
489097,Cooke County,TX,"$85,493"
489099,Coryell County,TX,"$115,320"
489101,Cottle County,TX,"$7,763"
489103,Crane County,TX,"$9,942"
489105,Crockett County,TX,"$13,436"
489107,Crosby County,TX,"$21,231"
489109,Culberson County,TX,"$6,641"
489111,Dallam County,TX,"$30,839"
489113,Dallas County,TX,"$1,426,691"
489115,Dawson County,TX,"$26,700"
489117,Deaf Smith County,TX,"$44,611"
489119,Delta County,TX,"$15,662"
489121,Denton County,TX,"$238,088"
489123,Dewitt County,TX,"$81,406"
489125,Dickens County,TX,"$11,777"
489127,Dimmit County,TX,"$30,672"
489129,Donley County,TX,"$22,581"
489131,Duval County,TX,"$27,912"
489133,Eastland County,TX,"$103,607"
489135,Ector County,TX,"$94,167"
489137,Edwards County,TX,"$18,782"
489139,Ellis County,TX,"$251,919"
489141,El Paso County,TX,"$517,279"
489143,Erath County,TX,"$90,275"
489145,Falls County,TX,"$55,706"
489147,Fannin County,TX,"$103,309"
489149,Fayette County,TX,"$110,370"
489151,Fisher County,TX,"$15,956"
489153,Floyd County,TX,"$24,809"
489155,Foard County,TX,"$7,640"
489157,Fort Bend County,TX,"$1,474,626"
489159,Franklin County,TX,"$20,064"
489161,Freestone County,TX,"$48,100"
489163,Frio County,TX,"$49,534"
489165,Gaines County,TX,"$44,844"
489167,Galveston County,TX,"$210,111"
489169,Garza County,TX,"$12,135"
489171,Gillespie County,TX,"$77,628"
489173,Glasscock County,TX,"$2,959"
489175,Goliad County,TX,"$24,206"
489177,Gonzales County,TX,"$76,326"
489179,Gray County,TX,"$64,145"
489181,Grayson County,TX,"$108,511"
489183,Gregg County,TX,"$90,219"
489185,Grimes County,TX,"$48,923"
489187,Guadalupe County,TX,"$192,410"
489189,Hale County,TX,"$88,385"
489191,Hall County,TX,"$23,091"
489193,Hamilton County,TX,"$44,281"
489195,Hansford County,TX,"$13,939"
489197,Hardeman County,TX,"$23,974"
489199,Hardin County,TX,"$78,580"
489201,Harris County,TX,"$7,972,502"
489203,Harrison County,TX,"$62,501"
489205,Hartley County,TX,"$8,483"
489207,Haskell County,TX,"$25,550"
489209,Hays County,TX,"$160,718"
489211,Hemphill County,TX,"$17,651"
489213,Henderson County,TX,"$152,394"
489215,Hidalgo County,TX,"$5,102,947"
489217,Hill County,TX,"$101,262"
489219,Hockley County,TX,"$46,222"
489221,Hood County,TX,"$73,424"
489223,Hopkins County,TX,"$75,357"
489225,Houston County,TX,"$63,349"
489227,Howard County,TX,"$78,385"
489229,Hudspeth County,TX,"$12,749"
489231,Hunt County,TX,"$185,574"
489233,Hutchinson County,TX,"$38,621"
489235,Irion County,TX,"$4,870"
489237,Jack County,TX,"$27,537"
489239,Jackson County,TX,"$41,181"
489241,Jasper County,TX,"$71,142"
489243,Jeff Davis County,TX,"$16,652"
489245,Jefferson County,TX,"$102,330"
489247,Jim Hogg County,TX,"$12,178"
489249,Jim Wells County,TX,"$106,772"
489251,Johnson County,TX,"$235,352"
489253,Jones County,TX,"$43,396"
489255,Karnes County,TX,"$39,143"
489257,Kaufman County,TX,"$167,197"
489259,Kendall County,TX,"$68,421"
489261,Kenedy County,TX,"$1,366"
489263,Kent County,TX,"$4,075"
489265,Kerr County,TX,"$104,186"
489267,Kimble County,TX,"$25,805"
489269,King County,TX,$730
489271,Kinney County,TX,"$18,830"
489273,Kleberg County,TX,"$85,494"
489275,Knox County,TX,"$18,449"
489277,Lamar County,TX,"$114,149"
489279,Lamb County,TX,"$41,400"
489281,Lampasas County,TX,"$49,328"
489283,La Salle County,TX,"$19,362"
489285,Lavaca County,TX,"$96,367"
489287,Lee County,TX,"$33,051"
489289,Leon County,TX,"$39,490"
489291,Liberty County,TX,"$163,407"
489293,Limestone County,TX,"$56,072"
489295,Lipscomb County,TX,"$15,602"
489297,Live Oak County,TX,"$24,745"
489299,Llano County,TX,"$40,469"
489301,Loving County,TX,$530
489303,Lubbock County,TX,"$93,457"
489305,Lynn County,TX,"$17,332"
489307,Mcculloch County,TX,"$28,953"
489309,Mclennan County,TX,"$178,925"
489311,Mcmullen County,TX,"$3,738"
489313,Madison County,TX,"$25,940"
489315,Marion County,TX,"$30,097"
489317,Martin County,TX,"$9,675"
489319,Mason County,TX,"$33,207"
489321,Matagorda County,TX,"$101,001"
489323,Maverick County,TX,"$191,964"
489325,Medina County,TX,"$97,286"
489327,Menard County,TX,"$19,619"
489329,Midland County,TX,"$33,343"
489331,Milam County,TX,"$69,542"
489333,Mills County,TX,"$31,062"
489335,Mitchell County,TX,"$32,988"
489337,Montague County,TX,"$65,406"
489339,Montgomery County,TX,"$1,434,908"
489341,Moore County,TX,"$55,241"
489343,Morris County,TX,"$32,274"
489345,Motley County,TX,"$10,099"
489347,Nacogdoches County,TX,"$154,495"
489349,Navarro County,TX,"$120,643"
489351,Newton County,TX,"$32,015"
489353,Nolan County,TX,"$55,103"
489355,Nueces County,TX,"$91,025"
489357,Ochiltree County,TX,"$28,164"
489359,Oldham County,TX,"$6,019"
489361,Orange County,TX,"$106,811"
489363,Palo Pinto County,TX,"$78,585"
489365,Panola County,TX,"$54,451"
489367,Parker County,TX,"$173,592"
489369,Parmer County,TX,"$29,262"
489371,Pecos County,TX,"$24,974"
489373,Polk County,TX,"$100,272"
489375,Potter County,TX,"$15,863"
489377,Presidio County,TX,"$38,385"
489379,Rains County,TX,"$17,468"
489381,Randall County,TX,"$57,426"
489383,Reagan County,TX,"$7,254"
489385,Real County,TX,"$18,841"
489387,Red River County,TX,"$42,206"
489389,Reeves County,TX,"$37,422"
489391,Refugio County,TX,"$19,973"
489393,Roberts County,TX,"$5,494"
489395,Robertson County,TX,"$41,978"
489397,Rockwall County,TX,"$82,679"
489399,Runnels County,TX,"$61,065"
489401,Rusk County,TX,"$114,410"
489403,Sabine County,TX,"$27,850"
489405,San Augustine County,TX,"$28,585"
489407,San Jacinto County,TX,"$50,231"
489409,San Patricio County,TX,"$152,504"
489411,San Saba County,TX,"$35,912"
489413,Schleicher County,TX,"$11,884"
489415,Scurry County,TX,"$41,604"
489417,Shackelford County,TX,"$15,926"
489419,Shelby County,TX,"$68,818"
489421,Sherman County,TX,"$9,720"
489423,Smith County,TX,"$195,466"
489425,Somervell County,TX,"$14,592"
489427,Starr County,TX,"$223,280"
489429,Stephens County,TX,"$33,473"
489431,Sterling County,TX,"$4,691"
489433,Stonewall County,TX,"$7,821"
489435,Sutton County,TX,"$10,176"
489437,Swisher County,TX,"$22,630"
489439,Tarrant County,TX,"$1,622,840"
489441,Taylor County,TX,"$46,767"
489443,Terrell County,TX,"$7,287"
489445,Terry County,TX,"$24,410"
489447,Throckmorton County,TX,"$14,933"
