Geo Code,Jurisdiction,State,FY 2015 PPRN
219045,Casey County,KY,"$37,927"
219047,Christian County,KY,"$74,975"
219049,Clark County,KY,"$64,419"
219051,Clay County,KY,"$50,502"
219053,Clinton County,KY,"$21,885"
219055,Crittenden County,KY,"$25,621"
219057,Cumberland County,KY,"$14,655"
219059,Daviess County,KY,"$45,158"
219061,Edmonson County,KY,"$18,783"
219063,Elliott County,KY,"$15,725"
219065,Estill County,KY,"$36,098"
219069,Fleming County,KY,"$36,975"
219071,Floyd County,KY,"$96,488"
219073,Franklin County,KY,"$91,267"
219075,Fulton County,KY,"$22,749"
219077,Gallatin County,KY,"$16,232"
219079,Garrard County,KY,"$32,727"
219081,Grant County,KY,"$48,197"
219083,Graves County,KY,"$74,631"
219085,Grayson County,KY,"$48,891"
219087,Green County,KY,"$23,532"
219089,Greenup County,KY,"$65,173"
219091,Hancock County,KY,"$14,261"
219093,Hardin County,KY,"$109,495"
219095,Harlan County,KY,"$77,350"
219097,Harrison County,KY,"$54,177"
219099,Hart County,KY,"$39,711"
219101,Henderson County,KY,"$24,706"
219103,Henry County,KY,"$31,865"
219105,Hickman County,KY,"$9,622"
219107,Hopkins County,KY,"$105,014"
219109,Jackson County,KY,"$38,450"
219113,Jessamine County,KY,"$79,917"
219115,Johnson County,KY,"$48,894"
219117,Kenton County,KY,"$169,521"
219119,Knott County,KY,"$29,874"
219121,Knox County,KY,"$85,836"
219123,Larue County,KY,"$22,067"
219125,Laurel County,KY,"$105,487"
219127,Lawrence County,KY,"$34,347"
219129,Lee County,KY,"$20,241"
219131,Leslie County,KY,"$22,568"
219133,Letcher County,KY,"$68,818"
219135,Lewis County,KY,"$40,984"
219137,Lincoln County,KY,"$52,651"
219139,Livingston County,KY,"$16,207"
219141,Logan County,KY,"$58,996"
219143,Lyon County,KY,"$14,975"
219145,Mccracken County,KY,"$115,482"
219147,Mccreary County,KY,"$41,397"
219149,Mclean County,KY,"$18,816"
219151,Madison County,KY,"$154,596"
219153,Magoffin County,KY,"$31,317"
219155,Marion County,KY,"$33,002"
219157,Marshall County,KY,"$36,568"
219159,Martin County,KY,"$31,642"
219161,Mason County,KY,"$57,476"
219163,Meade County,KY,"$47,640"
219165,Menifee County,KY,"$16,694"
219167,Mercer County,KY,"$41,422"
219169,Metcalfe County,KY,"$18,900"
219171,Monroe County,KY,"$22,913"
219173,Montgomery County,KY,"$50,340"
219175,Morgan County,KY,"$29,336"
219177,Muhlenberg County,KY,"$59,238"
219179,Nelson County,KY,"$62,398"
219181,Nicholas County,KY,"$20,467"
219183,Ohio County,KY,"$49,977"
219185,Oldham County,KY,"$62,175"
219187,Owen County,KY,"$30,689"
219189,Owsley County,KY,"$13,688"
219191,Pendleton County,KY,"$37,770"
219193,Perry County,KY,"$68,562"
219195,Pike County,KY,"$127,493"
219197,Powell County,KY,"$30,624"
219199,Pulaski County,KY,"$117,471"
219201,Robertson County,KY,"$8,773"
219203,Rockcastle County,KY,"$36,045"
219205,Rowan County,KY,"$48,465"
219207,Russell County,KY,"$32,370"
219209,Scott County,KY,"$83,932"
219211,Shelby County,KY,"$65,723"
219213,Simpson County,KY,"$31,854"
219215,Spencer County,KY,"$19,290"
219217,Taylor County,KY,"$45,934"
219219,Todd County,KY,"$25,576"
219221,Trigg County,KY,"$26,900"
219223,Trimble County,KY,"$14,862"
219225,Union County,KY,"$40,283"
219227,Warren County,KY,"$71,832"
219229,Washington County,KY,"$27,643"
219231,Wayne County,KY,"$48,405"
219233,Webster County,KY,"$38,012"
219235,Whitley County,KY,"$75,175"
219237,Wolfe County,KY,"$18,611"
219239,Woodford County,KY,"$40,318"
220030,Alexandria,LA,"$115,970"
220126,Baton Rouge,LA,"$2,018,797"
220192,Bossier City,LA,"$115,414"
220828,Houma-Terrebonne,LA,"$221,627"
220924,Kenner,LA,"$123,517"
220954,Lafayette,LA,"$880,668"
220978,Lake Charles,LA,"$162,721"
221206,Monroe,LA,"$166,157"
221296,New Orleans,LA,"$7,624,261"
221650,Shreveport,LA,"$1,122,312"
221698,Slidell,LA,"$45,357"
221794,Thibodaux,LA,"$35,641"
229001,Acadia Parish,LA,"$137,807"
229003,Allen Parish,LA,"$43,790"
229005,Ascension Parish,LA,"$155,140"
229007,Assumption Parish,LA,"$53,419"
229009,Avoyelles Parish,LA,"$91,004"
229011,Beauregard Parish,LA,"$58,958"
229013,Bienville Parish,LA,"$37,507"
229015,Bossier Parish,LA,"$65,326"
229017,Caddo Parish,LA,"$81,322"
229019,Calcasieu Parish,LA,"$170,769"
229021,Caldwell Parish,LA,"$20,244"
229023,Cameron Parish,LA,"$9,251"
229025,Catahoula Parish,LA,"$20,577"
229027,Claiborne Parish,LA,"$36,347"
229029,Concordia Parish,LA,"$44,423"
229031,De Soto Parish,LA,"$51,701"
229033,East Baton Rouge Parish,LA,"$681,939"
229035,East Carroll Parish,LA,"$20,943"
229037,East Feliciana Parish,LA,"$49,723"
229039,Evangeline Parish,LA,"$64,854"
229041,Franklin Parish,LA,"$43,290"
229043,Grant Parish,LA,"$33,699"
229045,Iberia Parish,LA,"$147,934"
229047,Iberville Parish,LA,"$75,091"
229049,Jackson Parish,LA,"$30,335"
229051,Jefferson Parish,LA,"$1,709,836"
229053,Jefferson Davis Parish,LA,"$83,507"
229055,Lafayette Parish,LA,"$318,063"
229057,Lafourche Parish,LA,"$133,317"
229059,Lasalle Parish,LA,"$25,729"
229061,Lincoln Parish,LA,"$84,571"
229063,Livingston Parish,LA,"$163,466"
229065,Madison Parish,LA,"$28,217"
229067,Morehouse Parish,LA,"$63,446"
229069,Natchitoches Parish,LA,"$84,543"
229073,Ouachita Parish,LA,"$147,467"
229075,Plaquemines Parish,LA,"$26,107"
229077,Pointe Coupee Parish,LA,"$57,235"
229079,Rapides Parish,LA,"$121,436"
229081,Red River Parish,LA,"$20,488"
229083,Richland Parish,LA,"$32,827"
229085,Sabine Parish,LA,"$45,357"
229087,St. Bernard Parish,LA,"$51,920"
229089,St. Charles Parish,LA,"$63,503"
229091,St. Helena Parish,LA,"$27,451"
229093,St. James Parish,LA,"$41,910"
229095,St. John The Baptist Parish,LA,"$77,505"
229097,St. Landry Parish,LA,"$173,392"
229099,St. Martin Parish,LA,"$95,941"
229101,St. Mary Parish,LA,"$99,256"
229103,St. Tammany Parish,LA,"$231,529"
229105,Tangipahoa Parish,LA,"$219,451"
229107,Tensas Parish,LA,"$13,230"
229111,Union Parish,LA,"$46,729"
229113,Vermilion Parish,LA,"$126,378"
229115,Vernon Parish,LA,"$72,047"
229117,Washington Parish,LA,"$141,036"
229119,Webster Parish,LA,"$73,087"
229121,West Baton Rouge Parish,LA,"$36,083"
229123,West Carroll Parish,LA,"$23,565"
229125,West Feliciana Parish,LA,"$20,746"
229127,Winn Parish,LA,"$36,166"
230120,Auburn,ME,"$132,149"
230162,Bangor,ME,"$194,863"
230252,Biddeford,ME,"$106,090"
231602,Lewiston,ME,"$194,341"
232484,Portland City,ME,"$1,222,088"
239001,Androscoggin County,ME,"$120,873"
239003,Aroostook County,ME,"$240,680"
239005,Cumberland County,ME,"$362,646"
239007,Franklin County,ME,"$104,420"
239009,Hancock County,ME,"$174,381"
239011,Kennebec County,ME,"$328,956"
239013,Knox County,ME,"$131,926"
239015,Lincoln County,ME,"$95,260"
239017,Oxford County,ME,"$178,899"
239019,Penobscot County,ME,"$368,975"
239021,Piscataquis County,ME,"$77,440"
239023,Sagadahoc County,ME,"$82,417"
239025,Somerset County,ME,"$182,491"
239027,Waldo County,ME,"$111,859"
239029,Washington County,ME,"$128,068"
239031,York County,ME,"$395,547"
240036,Annapolis,MD,"$61,654"
240066,Baltimore,MD,"$12,681,731"
240156,Bowie City,MD,"$42,352"
240378,Cumberland,MD,"$185,032"
240552,Frederick,MD,"$88,270"
240582,Gaithersburg,MD,"$79,625"
240660,Hagerstown,MD,"$160,842"
241278,Salisbury,MD,"$71,516"
249001,Allegany County,MD,"$116,039"
249003,Anne Arundel County,MD,"$1,196,565"
249005,Baltimore County,MD,"$2,478,070"
249009,Calvert County,MD,"$87,779"
249011,Caroline County,MD,"$60,286"
249013,Carroll County,MD,"$183,999"
249015,Cecil County,MD,"$150,750"
249017,Charles County,MD,"$153,364"
249019,Dorchester County,MD,"$77,360"
249021,Frederick County,MD,"$165,085"
249023,Garrett County,MD,"$60,179"
249025,Harford County,MD,"$231,837"
249027,Howard County,MD,"$249,380"
249029,Kent County,MD,"$45,478"
249031,Montgomery County,MD,"$2,772,907"
249033,Prince Georges County,MD,"$2,939,000"
249035,Queen Anne'S County,MD,"$54,547"
249037,St. Mary'S County,MD,"$132,241"
249039,Somerset County,MD,"$60,685"
249041,Talbot County,MD,"$67,264"
249043,Washington County,MD,"$145,098"
249045,Wicomico County,MD,"$128,525"
249047,Worcester County,MD,"$82,029"
250078,Arlington,MA,"$270,036"
250126,Attleboro,MA,"$93,255"
250168,Barnstable,MA,"$72,091"
250282,Boston,MA,"$11,032,613"
250354,Brockton,MA,"$342,627"
250372,Brookline,MA,"$331,536"
250396,Cambridge,MA,"$1,772,925"
250486,Chicopee,MA,"$259,873"
250744,Fall River,MA,"$1,765,222"
250774,Fitchburg,MA,"$225,882"
250804,Framingham,MA,"$119,980"
250858,Gloucester,MA,"$157,686"
251020,Haverhill,MA,"$220,195"
251074,Holyoke,MA,"$273,591"
251194,Lawrence,MA,"$1,008,564"
251236,Leominster,MA,"$96,997"
251284,Lowell,MA,"$1,327,428"
251302,Lynn,MA,"$1,563,615"
251314,Malden,MA,"$306,493"
251410,Medford,MA,"$969,129"
251614,New Bedford,MA,"$1,716,257"
251650,Newton,MA,"$1,204,542"
251674,Northampton,MA,"$154,018"
251884,Peabody City,MA,"$95,232"
251938,Pittsfield,MA,"$290,467"
251962,Plymouth Town,MA,"$81,458"
251992,Quincy,MA,"$1,174,375"
252028,Revere City,MA,"$178,989"
252118,Salem,MA,"$237,085"
252250,Somerville,MA,"$1,597,617"
252340,Springfield,MA,"$2,461,571"
252418,Taunton,MA,"$173,711"
252544,Waltham,MA,"$238,728"
252700,Westfield,MA,"$82,889"
252784,Weymouth Town,MA,"$166,847"
252880,Worcester,MA,"$2,767,516"
252904,Yarmouth,MA,"$34,111"
259001,Barnstable County,MA,"$348,035"
259003,Berkshire County,MA,"$280,137"
259005,Bristol County,MA,"$463,026"
259007,Dukes County,MA,"$57,913"
259009,Essex County,MA,"$831,529"
259011,Franklin County,MA,"$235,282"
259013,Hampden County,MA,"$387,302"
259015,Hampshire County,MA,"$331,087"
259017,Middlesex County,MA,"$1,511,542"
259019,Nantucket County,MA,"$31,736"
259021,Norfolk County,MA,"$771,820"
259023,Plymouth County,MA,"$590,970"
259025,Suffolk County,MA,"$366,310"
259027,Worcester County,MA,"$1,082,845"
260432,Battle Creek,MI,"$283,732"
260444,Bay City,MI,"$284,826"
260570,Benton Harbor,MI,"$105,196"
261074,Canton Twp,MI,"$82,741"
261410,Clinton Twp,MI,"$125,005"
261638,Dearborn,MI,"$1,169,678"
261644,Dearborn Heights,MI,"$224,970"
261698,Detroit,MI,"$21,613,087"
261848,East Lansing,MI,"$105,595"
262096,Farmington Hills,MI,"$78,876"
262172,Flint,MI,"$2,443,149"
262544,Grand Rapids,MI,"$2,413,463"
262940,Holland,MI,"$74,786"
263174,Jackson,MI,"$300,758"
263222,Kalamazoo,MI,"$1,062,419"
263456,Lansing,MI,"$1,258,727"
263588,Lincoln Park,MI,"$174,656"
263648,Livonia,MI,"$81,706"
264086,Midland,MI,"$52,160"
264164,Monroe,MI,"$103,734"
264296,Muskegon,MI,"$223,279"
264302,Muskegon Hts,MI,"$97,496"
264386,Niles,MI,"$67,600"
264452,Norton Shores,MI,"$27,972"
264962,Pontiac,MI,"$958,942"
264974,Portage,MI,"$54,430"
265010,Port Huron,MI,"$170,879"
265148,Redford,MI,"$205,911"
265286,Roseville,MI,"$130,953"
265304,Royal Oak,MI,"$273,197"
265340,Saginaw,MI,"$1,385,776"
265370,St Clair Shores,MI,"$204,509"
265664,Southfield,MI,"$103,418"
265814,Sterling Heights,MI,"$172,457"
265934,Taylor,MI,"$118,877"
266252,Warren,MI,"$223,460"
266267,Waterford Township,MI,"$101,090"
266378,Westland,MI,"$245,770"
266624,Wyoming,MI,"$119,385"
269001,Alcona County,MI,"$19,209"
269003,Alger County,MI,"$22,489"
269005,Allegan County,MI,"$200,644"
269007,Alpena County,MI,"$59,997"
269009,Antrim County,MI,"$49,695"
269011,Arenac County,MI,"$33,431"
269013,Baraga County,MI,"$22,330"
269015,Barry County,MI,"$110,516"
269017,Bay County,MI,"$90,160"
269019,Benzie County,MI,"$36,548"
269021,Berrien County,MI,"$252,541"
269023,Branch County,MI,"$106,246"
269025,Calhoun County,MI,"$178,720"
269027,Cass County,MI,"$97,609"
269029,Charlevoix County,MI,"$58,483"
269031,Cheboygan County,MI,"$65,170"
269033,Chippewa County,MI,"$78,514"
269035,Clare County,MI,"$93,950"
269037,Clinton County,MI,"$117,351"
269039,Crawford County,MI,"$32,681"
269041,Delta County,MI,"$94,259"
269043,Dickinson County,MI,"$65,008"
269045,Eaton County,MI,"$162,817"
269047,Emmet County,MI,"$71,213"
269049,Genesee County,MI,"$1,138,896"
269051,Gladwin County,MI,"$61,041"
269053,Gogebic County,MI,"$67,513"
269055,Grand Traverse County,MI,"$143,756"
269057,Gratiot County,MI,"$93,062"
269059,Hillsdale County,MI,"$125,884"
269061,Houghton County,MI,"$147,487"
269063,Huron County,MI,"$82,108"
269065,Ingham County,MI,"$188,807"
269067,Ionia County,MI,"$141,957"
269069,Iosco County,MI,"$54,972"
269071,Iron County,MI,"$46,302"
269073,Isabella County,MI,"$209,612"
269075,Jackson County,MI,"$201,797"
269077,Kalamazoo County,MI,"$218,058"
269079,Kalkaska County,MI,"$43,181"
269081,Kent County,MI,"$1,022,949"
269083,Keweenaw County,MI,"$12,813"
269085,Lake County,MI,"$29,193"
269087,Lapeer County,MI,"$150,491"
269089,Leelanau County,MI,"$37,320"
269091,Lenawee County,MI,"$216,296"
269093,Livingston County,MI,"$205,969"
269095,Luce County,MI,"$13,654"
269097,Mackinac County,MI,"$31,555"
269099,Macomb County,MI,"$1,138,355"
269101,Manistee County,MI,"$61,900"
269103,Marquette County,MI,"$150,410"
269105,Mason County,MI,"$77,852"
269107,Mecosta County,MI,"$109,588"
269109,Menominee County,MI,"$63,807"
269111,Midland County,MI,"$76,112"
269113,Missaukee County,MI,"$33,718"
269115,Monroe County,MI,"$191,564"
269117,Montcalm County,MI,"$138,447"
269119,Montmorency County,MI,"$23,421"
269121,Muskegon County,MI,"$174,939"
269123,Newaygo County,MI,"$112,365"
269125,Oakland County,MI,"$2,495,450"
269127,Oceana County,MI,"$66,343"
269129,Ogemaw County,MI,"$47,153"
269131,Ontonagon County,MI,"$27,555"
269133,Osceola County,MI,"$58,075"
269135,Oscoda County,MI,"$24,005"
269137,Otsego County,MI,"$42,381"
269139,Ottawa County,MI,"$382,055"
269141,Presque Isle County,MI,"$28,214"
269143,Roscommon County,MI,"$59,260"
269145,Saginaw County,MI,"$234,694"
269147,St. Clair County,MI,"$203,351"
269149,St. Joseph County,MI,"$133,994"
269151,Sanilac County,MI,"$102,918"
269153,Schoolcraft County,MI,"$20,274"
269155,Shiawassee County,MI,"$153,659"
269157,Tuscola County,MI,"$116,518"
269159,Van Buren County,MI,"$169,220"
269161,Washtenaw County,MI,"$1,233,622"
269163,Wayne County,MI,"$3,332,715"
269165,Wexford County,MI,"$73,157"
270456,Bloomington,MN,"$104,373"
270996,Coon Rapids,MN,"$67,130"
271266,Duluth,MN,"$1,497,496"
271338,Eden Prairie,MN,"$55,999"
272922,Mankato City,MN,"$92,814"
273120,Minneapolis,MN,"$7,217,483"
273150,Minnetonka,MN,"$38,774"
273198,Moorhead,MN,"$56,913"
273456,North Mankato City,MN,"$15,890"
273768,Plymouth,MN,"$58,947"
273930,Rochester,MN,"$135,106"
274104,St Cloud,MN,"$133,560"
274164,St Paul,MN,"$4,379,159"
275040,Woodbury City,MN,"$46,290"
279001,Aitkin County,MN,"$36,499"
279003,Anoka County,MN,"$282,891"
279005,Becker County,MN,"$58,247"
279007,Beltrami County,MN,"$132,193"
279009,Benton County,MN,"$49,456"
279011,Big Stone County,MN,"$14,767"
279013,Blue Earth County,MN,"$46,025"
279015,Brown County,MN,"$58,752"
279017,Carlton County,MN,"$64,269"
279019,Carver County,MN,"$112,283"
279021,Cass County,MN,"$69,425"
279023,Chippewa County,MN,"$29,062"
279025,Chisago County,MN,"$79,767"
279027,Clay County,MN,"$32,075"
279029,Clearwater County,MN,"$23,486"
279031,Cook County,MN,"$11,244"
279033,Cottonwood County,MN,"$28,376"
279035,Crow Wing County,MN,"$122,173"
279037,Dakota County,MN,"$1,130,905"
279039,Dodge County,MN,"$30,780"
279041,Douglas County,MN,"$63,432"
279043,Faribault County,MN,"$42,756"
279045,Fillmore County,MN,"$61,850"
279047,Freeborn County,MN,"$72,684"
279049,Goodhue County,MN,"$86,359"
279051,Grant County,MN,"$16,392"
279053,Hennepin County,MN,"$1,713,257"
279055,Houston County,MN,"$38,030"
279057,Hubbard County,MN,"$42,435"
279059,Isanti County,MN,"$55,467"
279061,Itasca County,MN,"$85,306"
279063,Jackson County,MN,"$26,731"
279065,Kanabec County,MN,"$32,488"
279067,Kandiyohi County,MN,"$92,242"
279069,Kittson County,MN,"$11,205"
279071,Koochiching County,MN,"$24,901"
279073,Lac Qui Parle County,MN,"$20,873"
279075,Lake County,MN,"$25,224"
279077,Lake Of The Woods County,MN,"$10,782"
279079,Le Sueur County,MN,"$51,172"
279081,Lincoln County,MN,"$16,454"
279083,Lyon County,MN,"$52,601"
279085,Mcleod County,MN,"$60,206"
279087,Mahnomen County,MN,"$20,823"
279089,Marshall County,MN,"$20,929"
279091,Martin County,MN,"$51,420"
279093,Meeker County,MN,"$45,004"
279095,Mille Lacs County,MN,"$56,655"
279097,Morrison County,MN,"$68,289"
279099,Mower County,MN,"$113,763"
279101,Murray County,MN,"$22,470"
279103,Nicollet County,MN,"$38,838"
279105,Nobles County,MN,"$83,035"
279107,Norman County,MN,"$18,258"
279109,Olmsted County,MN,"$42,717"
279111,Otter Tail County,MN,"$127,542"
279113,Pennington County,MN,"$27,384"
279115,Pine County,MN,"$75,984"
279117,Pipestone County,MN,"$23,789"
279119,Polk County,MN,"$66,156"
279121,Pope County,MN,"$25,461"
279123,Ramsey County,MN,"$272,668"
279125,Red Lake County,MN,"$9,854"
279127,Redwood County,MN,"$37,877"
279129,Renville County,MN,"$39,482"
279131,Rice County,MN,"$116,898"
279133,Rock County,MN,"$23,348"
279135,Roseau County,MN,"$28,799"
279137,St Louis County,MN,"$1,225,869"
279139,Scott County,MN,"$159,520"
279141,Sherburne County,MN,"$96,901"
279143,Sibley County,MN,"$38,408"
279145,Stearns County,MN,"$156,020"
279147,Steele County,MN,"$62,907"
279149,Stevens County,MN,"$21,388"
279151,Swift County,MN,"$22,274"
279153,Todd County,MN,"$63,927"
279155,Traverse County,MN,"$10,168"
279157,Wabasha County,MN,"$42,238"
279159,Wadena County,MN,"$33,086"
279161,Waseca County,MN,"$35,088"
279163,Washington County,MN,"$172,451"
279165,Watonwan County,MN,"$26,046"
279167,Wilkin County,MN,"$13,409"
279169,Winona County,MN,"$128,578"
279171,Wright County,MN,"$159,616"
279173,Yellow Medicine County,MN,"$28,187"
280132,Biloxi,MS,"$103,315"
280612,Gulfport,MS,"$129,595"
280630,Hattiesburg,MS,"$126,523"
280726,Jackson,MS,"$1,180,722"
281002,Moss Point,MS,"$24,502"
281134,Pascagoula,MS,"$46,034"
289001,Adams County,MS,"$108,260"
289003,Alcorn County,MS,"$100,278"
289005,Amite County,MS,"$54,506"
289007,Attala County,MS,"$66,721"
289009,Benton County,MS,"$25,777"
289011,Bolivar County,MS,"$104,072"
289013,Calhoun County,MS,"$38,855"
289015,Carroll County,MS,"$20,152"
289017,Chickasaw County,MS,"$45,269"
289019,Choctaw County,MS,"$25,832"
289021,Claiborne County,MS,"$28,190"
289023,Clarke County,MS,"$44,624"
289025,Clay County,MS,"$49,300"
289027,Coahoma County,MS,"$83,240"
289029,Copiah County,MS,"$92,293"
289031,Covington County,MS,"$43,467"
289033,Desoto County,MS,"$220,401"
289035,Forrest County,MS,"$64,584"
289037,Franklin County,MS,"$29,608"
289039,George County,MS,"$43,829"
289041,Greene County,MS,"$25,460"
289043,Grenada County,MS,"$48,582"
289045,Hancock County,MS,"$99,384"
289047,Harrison County,MS,"$125,929"
289049,Hinds County,MS,"$105,039"
289051,Holmes County,MS,"$66,441"
289053,Humphreys County,MS,"$30,806"
289055,Issaquena County,MS,"$5,206"
289057,Itawamba County,MS,"$38,527"
289059,Jackson County,MS,"$160,930"
289061,Jasper County,MS,"$49,354"
289063,Jefferson County,MS,"$21,448"
289065,Jefferson Davis County,MS,"$35,971"
289067,Jones County,MS,"$162,547"
289069,Kemper County,MS,"$25,960"
289071,Lafayette County,MS,"$100,734"
289073,Lamar County,MS,"$84,299"
289075,Lauderdale County,MS,"$204,037"
289077,Lawrence County,MS,"$32,225"
289079,Leake County,MS,"$60,244"
289081,Lee County,MS,"$147,131"
289083,Leflore County,MS,"$99,548"
289085,Lincoln County,MS,"$76,467"
289087,Lowndes County,MS,"$126,702"
289089,Madison County,MS,"$170,717"
289091,Marion County,MS,"$61,816"
289093,Marshall County,MS,"$82,302"
289095,Monroe County,MS,"$80,592"
289097,Montgomery County,MS,"$51,152"
289099,Neshoba County,MS,"$70,808"
289101,Newton County,MS,"$51,264"
289103,Noxubee County,MS,"$38,268"
289105,Oktibbeha County,MS,"$119,181"
289107,Panola County,MS,"$100,161"
289109,Pearl River County,MS,"$118,410"
289111,Perry County,MS,"$27,078"
289113,Pike County,MS,"$131,364"
289115,Pontotoc County,MS,"$49,094"
289117,Prentiss County,MS,"$55,903"
289119,Quitman County,MS,"$27,279"
289121,Rankin County,MS,"$192,800"
289123,Scott County,MS,"$65,222"
289125,Sharkey County,MS,"$18,353"
289127,Simpson County,MS,"$61,512"
289129,Smith County,MS,"$39,105"
289131,Stone County,MS,"$34,362"
289133,Sunflower County,MS,"$72,813"
289135,Tallahatchie County,MS,"$42,617"
289137,Tate County,MS,"$52,960"
289139,Tippah County,MS,"$55,519"
289141,Tishomingo County,MS,"$45,006"
289143,Tunica County,MS,"$34,554"
289145,Union County,MS,"$64,467"
289147,Walthall County,MS,"$53,044"
289149,Warren County,MS,"$117,836"
289151,Washington County,MS,"$159,190"
289153,Wayne County,MS,"$53,540"
289155,Webster County,MS,"$30,880"
289157,Wilkinson County,MS,"$37,802"
289159,Winston County,MS,"$49,738"
289161,Yalobusha County,MS,"$36,509"
289163,Yazoo County,MS,"$70,485"
290534,Blue Springs,MO,"$56,841"
291152,Columbia,MO,"$212,265"
291806,Florissant,MO,"$53,286"
292562,Independence,MO,"$189,822"
292628,Jefferson City,MO,"$60,592"
292652,Joplin,MO,"$125,525"
292670,Kansas City,MO,"$5,069,264"
292958,Lees Summit,MO,"$84,149"
293852,O'Fallon,MO,"$57,327"
294578,St Charles,MO,"$84,114"
294614,St Joseph,MO,"$903,158"
294626,St Louis,MO,"$11,229,730"
294884,Springfield,MO,"$311,385"
299001,Adair County,MO,"$62,391"
299003,Andrew County,MO,"$30,147"
299005,Atchison County,MO,"$18,302"
299007,Audrain County,MO,"$46,816"
299009,Barry County,MO,"$72,202"
299011,Barton County,MO,"$30,775"
299013,Bates County,MO,"$40,487"
299015,Benton County,MO,"$36,700"
299017,Bollinger County,MO,"$22,261"
299019,Boone County,MO,"$79,035"
299021,Buchanan County,MO,"$18,092"
299023,Butler County,MO,"$74,697"
299025,Caldwell County,MO,"$27,176"
299027,Callaway County,MO,"$56,351"
299029,Camden County,MO,"$63,489"
299031,Cape Girardeau County,MO,"$110,840"
299033,Carroll County,MO,"$23,516"
299035,Carter County,MO,"$10,720"
299037,Cass County,MO,"$112,024"
299039,Cedar County,MO,"$32,953"
299041,Chariton County,MO,"$21,200"
299043,Christian County,MO,"$106,223"
299045,Clark County,MO,"$19,844"
299047,Clay County,MO,"$120,965"
299049,Clinton County,MO,"$39,289"
299051,Cole County,MO,"$34,225"
299053,Cooper County,MO,"$35,886"
299055,Crawford County,MO,"$51,354"
299057,Dade County,MO,"$24,940"
299059,Dallas County,MO,"$35,848"
299061,Daviess County,MO,"$19,845"
299063,Dekalb County,MO,"$17,278"
299065,Dent County,MO,"$28,353"
299067,Douglas County,MO,"$26,257"
299069,Dunklin County,MO,"$66,258"
299071,Franklin County,MO,"$148,648"
299073,Gasconade County,MO,"$36,206"
299075,Gentry County,MO,"$20,153"
299077,Greene County,MO,"$128,233"
299079,Grundy County,MO,"$30,628"
299081,Harrison County,MO,"$26,983"
299083,Henry County,MO,"$52,048"
299085,Hickory County,MO,"$15,662"
299087,Holt County,MO,"$17,879"
299089,Howard County,MO,"$24,056"
299091,Howell County,MO,"$71,226"
299093,Iron County,MO,"$22,009"
299095,Jackson County,MO,"$143,630"
299097,Jasper County,MO,"$145,466"
299099,Jefferson County,MO,"$270,348"
299101,Johnson County,MO,"$81,042"
299103,Knox County,MO,"$14,077"
299105,Laclede County,MO,"$67,302"
299107,Lafayette County,MO,"$61,424"
299109,Lawrence County,MO,"$74,468"
299111,Lewis County,MO,"$23,904"
299113,Lincoln County,MO,"$76,083"
299115,Linn County,MO,"$33,379"
299117,Livingston County,MO,"$35,521"
299119,Mcdonald County,MO,"$51,961"
299121,Macon County,MO,"$33,448"
299123,Madison County,MO,"$23,060"
299125,Maries County,MO,"$18,099"
299127,Marion County,MO,"$70,616"
299129,Mercer County,MO,"$11,615"
299131,Miller County,MO,"$44,564"
299133,Mississippi County,MO,"$33,423"
299135,Moniteau County,MO,"$26,515"
299137,Monroe County,MO,"$22,245"
299139,Montgomery County,MO,"$26,371"
299141,Morgan County,MO,"$40,704"
299143,New Madrid County,MO,"$35,562"
299145,Newton County,MO,"$100,407"
299147,Nodaway County,MO,"$58,126"
299149,Oregon County,MO,"$25,128"
299151,Osage County,MO,"$26,923"
299153,Ozark County,MO,"$16,318"
299155,Pemiscot County,MO,"$47,014"
299157,Perry County,MO,"$32,487"
299159,Pettis County,MO,"$83,563"
299161,Phelps County,MO,"$64,867"
299163,Pike County,MO,"$37,964"
299165,Platte County,MO,"$45,059"
299167,Polk County,MO,"$60,073"
299169,Pulaski County,MO,"$71,393"
299171,Putnam County,MO,"$13,770"
299173,Ralls County,MO,"$20,115"
299175,Randolph County,MO,"$56,879"
299177,Ray County,MO,"$37,799"
299179,Reynolds County,MO,"$14,002"
299181,Ripley County,MO,"$34,094"
299183,St. Charles County,MO,"$157,702"
299185,St. Clair County,MO,"$22,776"
299186,Ste. Genevieve County,MO,"$29,441"
299187,St. Francois County,MO,"$111,158"
299189,St Louis County,MO,"$3,249,509"
299195,Saline County,MO,"$53,941"
299197,Schuyler County,MO,"$13,968"
299199,Scotland County,MO,"$14,966"
299201,Scott County,MO,"$70,215"
299203,Shannon County,MO,"$20,026"
299205,Shelby County,MO,"$15,464"
299207,Stoddard County,MO,"$48,486"
299209,Stone County,MO,"$61,601"
299211,Sullivan County,MO,"$18,998"
299213,Taney County,MO,"$85,003"
299215,Texas County,MO,"$43,646"
299217,Vernon County,MO,"$56,222"
299219,Warren County,MO,"$49,580"
299221,Washington County,MO,"$60,276"
299223,Wayne County,MO,"$25,297"
299225,Webster County,MO,"$65,334"
299227,Worth County,MO,"$9,530"
299229,Wright County,MO,"$43,333"
300066,Billings,MT,"$138,482"
300342,Great Falls,MT,"$179,285"
300540,Missoula,MT,"$138,812"
309001,Beaverhead County,MT,"$19,959"
309003,Big Horn County,MT,"$45,418"
309005,Blaine County,MT,"$15,678"
